"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a1","a12","a1a","a1c","a7","a7a","a7b","a11","a7c","a9","a20y","a20m","a20d","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","ASCn3","ASCn4","ASCn5","ASCn5b","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","ASCd5","ASCd6","ASCd7","ASCd8","ASCd9a","ASCd9b","ASCd9d","ASCd9e","ASCd9c","ASCd9f","ASCd14","ASCd15","ASCd16","ASCd17","ASCd18a","ASCd18b","ASCd18d","ASCd18e","ASCd18c","ASCd18f","d30a","d30b","ASCr1","ASCr2","ASCr7","ASCr8","ASCr111","ASCr112","ASCr11","e1","e2b","e6","e11","ASCe12","ASCe12x","ASCe13","ASCe14","e30","h1","h2","ASCh2","h3x","h4x","h5","h6x","h7x","h8","h9","ASCh10a","ASCh10b","ASCh10c","ASCh10d","ASCh10e","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","k4","n5a","ASCn6","ASCn7","n5b","k5a","k5a1","k5bc","k5bc1","k5i","k5i1","k5e","k5e1","k5f","k5f1","k5hdj","k5hdj1","k4b","n5c","n5d","k6","k7","k8","k9","ASCk8","ASCk8x","ASCk9","k10","k11","ASCk13","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","ASCk17","ASCk18","ASCk19","k20a1","ASCk22","k21","k30","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","ASCj16","ASCj17","ASCj18","ASCj19","ASCj20a","ASCj20b","ASCj20c","ASCj20d","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","ASCn8","ASCn9","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
614315,244,2,2,2,2,2,2,200,52,2,2,2,30,3,2017,9,13,2,206,1,2,2,NA,NA,NA,NA,NA,2016,12,31,3,"",100,100,0,0,0,1,100,1996,1,1,1996,21,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,3,3,2,"Garments In General",5232,100,8400000,"Eight Million Four Hundred Thousand",1500000,1,30,1,20,100,0,0,NA,NA,NA,NA,NA,1,10,0,100,1,60,2,100,0,50,3,4,4,3,1,2,2,80,80,100,2,4,4,2,1,1,1,2,3,3,1,3,1,NA,NA,1,NA,NA,NA,1,3,"",1,1,4,1,1,1,"Children'S Wear","Improvement Of Main Activity",2,"","",2,NA,1,2,2,1,2,NA,NA,100,0,0,100,0,0,2,NA,NA,-9,NA,"",2,1,1,NA,2,NA,NA,1,40,40,60,0,0,40,0,1,847000,1,80,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,2,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,2,1,1,2,8,1,10,2,2,NA,-9,NA,1,90,2,2,NA,NA,1,2,1,1,1,1,1,2,3,2,2,2,3,0,27,30,NA,NA,NA,NA,NA,NA,NA,21,10,8,2,80,2,NA,NA,NA,NA,3,3,7,1031000,NA,192000,-9,NA,NA,NA,NA,NA,"General Manager",21,2,"",NA,NA,"",NA,NA,30,3,2017,10,27,1,2,1,NA,NA,2,4,2,1,14.103138923645,16.2165241241455,19.5940074920654,32
614316,248,3,2,2,2,2,2,200,52,2,2,3,4,5,2017,14,33,2,202,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",16,100,0,0,0,1,37,1973,5,2,1974,15,2,1,"Iso 9001",2,NA,NA,1,2,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,1,3,2,"Sale Of Bearings",5239,65,166080000,"One Hundred Sixty-Six Million Eighty Thousand",1.73e+08,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,5,0,2,98,1,30,NA,100,0,80,2,4,4,1,1,1,4,90,30,90,3,4,4,1,1,1,4,3,4,3,2,4,1,NA,NA,4,NA,NA,NA,1,2,"",1,1,3,1,1,1,"Sale Of Lubricants","Completely New",1,"Process Of Distribution Of Merchandises","Completely New",2,NA,1,1,1,1,1,NA,NA,60,40,0,60,40,0,1,90,2,-9,NA,"",2,1,NA,346000,2,NA,NA,1,70,50,50,50,0,0,0,1,692000,1,80,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,8,"",2,2017,13840000,12,1,1,2,2,2,2,20760000,3,-9,2,1,NA,NA,1,NA,1,2,1,1,2,0,1,5,2,2,NA,-9,NA,1,60,2,1,30,2,1,1,1,1,1,1,1,1,3,3,3,3,4,2,186,156,NA,NA,NA,NA,NA,NA,NA,37,10,0,2,100,1,NA,NA,NA,NA,2,3,7,18052896,NA,1107200,-9,NA,NA,NA,NA,NA,"Manager Administration",3,1,"",NA,NA,"",NA,NA,4,5,2017,15,16,1,1,1,NA,NA,2,2,3,1,8.14281749725342,12.8521070480347,15.773777961731,26
614317,249,3,2,2,2,2,2,200,60,3,2,2,27,3,2017,15,13,2,207,1,2,2,NA,NA,NA,NA,NA,2016,3,31,5,"",90,100,0,0,0,2,NA,1990,7,1,1990,42,2,2,"",2,NA,NA,1,1,2,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,1,1,6,"Foreign Trade",6309,100,8300660,"Eight Million Three Hundred Thousand Six Hundred Sixty",12155039,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,-7,NA,50,50,2,NA,NA,-9,-9,-9,1,4,4,1,1,1,1,60,-9,100,2,4,4,1,1,1,1,2,2,3,1,5,3,2,NA,NA,NA,NA,NA,2,NA,"",2,-9,2,1,1,1,"Introduced New Process With Personal In Frontiers","Completely New",2,"","",2,NA,1,2,2,2,2,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,150000,2,NA,NA,0,-9,40,90,10,0,0,0,1,2e+06,1,100,2e+06,0,NA,0,NA,0,NA,100,NA,0,NA,0,NA,2,NA,NA,1,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,2,NA,NA,NA,2,1,1,2,90,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,2,1,1,-9,1,1,2,2,2,-9,-9,4,-9,38,34,NA,NA,NA,NA,NA,NA,NA,15,0,NA,NA,100,1,NA,NA,NA,NA,2,1,7,4170746,NA,51839,NA,NA,NA,-9,NA,NA,"General Manager",25,1,"",NA,NA,"",NA,NA,27,3,2017,16,57,2,3,1,NA,NA,2,2,3,1,3.49802708625793,5.88300371170044,6.78201627731323,26
614318,254,2,2,2,2,2,2,200,50,3,2,1,16,3,2017,9,42,2,202,1,2,2,NA,NA,NA,NA,NA,2016,12,31,3,"",100,100,0,0,0,1,100,2000,-9,1,2000,20,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,0,0,6,"Sale Of Car And Truck Tyres",5030,90,3460000,"Three Million Four Hundred Sixty Thousand",4150000,2,10,1,10,100,0,0,NA,NA,NA,NA,NA,0,0,5,95,1,90,2,90,0,100,2,4,4,2,1,1,2,30,50,95,2,5,4,4,1,1,1,1,1,2,2,3,1,NA,NA,5,NA,NA,NA,1,5,"",1,1,3,1,1,1,"New Representations Of Tires","They Are Different Check Marks",1,"The Distribution Of Tires, And Attention Personalized","Sold Already Improvement",2,NA,1,2,2,1,2,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,NA,103800,2,NA,NA,1,80,70,80,20,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,4,"",2,2014,1200000,9,1,2,2,2,2,1,1400000,2,300000,2,1,NA,NA,1,NA,1,2,1,0,2,-9,2,NA,NA,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,2,0,12,-9,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,100,2,NA,NA,NA,NA,0,0,12,1245600,NA,45600,NA,NA,NA,NA,NA,NA,"Financial General Administrative Manager",1,1,"",NA,NA,"",NA,NA,16,3,2017,10,21,1,2,1,NA,NA,2,4,2,1,2.22294640541077,2.53969573974609,2.94984006881714,32
614319,255,3,3,2,2,2,2,200,60,3,2,3,4,4,2017,9,37,2,207,1,2,1,4,2,NA,NA,1,2016,12,31,1,"",-9,100,0,0,0,2,NA,1836,-9,2,1939,12,2,1,"Iso 9001 Vas Jasak",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,4,4,6,"Stores And Transportation",6302,60,31320000,"Thirty And One Million Three Hundred Twenty Thousand",26943000,1,-9,7,NA,100,0,0,NA,NA,NA,NA,NA,6,0,100,0,NA,NA,NA,70,60,40,-9,4,4,1,1,3,2,95,95,99,2,4,4,1,1,1,1,1,3,3,3,4,3,1,2,NA,NA,NA,NA,1,3,"",1,1,3,1,1,1,"Machinate","It Makes To Order",1,"Distribution And Storage That Are Not Absorbed","Distribution And Storage That Are Not Absorbed",2,NA,2,2,1,2,2,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,1,NA,1,1,NA,3,50,90,100,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,"",2,2016,3500000,36,1,2,1,2,2,2,3500000,1,-9,-9,-9,NA,NA,NA,NA,NA,2,1,4,2,0,1,3,2,2,NA,0,NA,-9,NA,NA,-9,NA,NA,1,1,1,1,1,1,1,1,3,3,3,3,3,2,200,220,NA,NA,NA,NA,NA,NA,NA,-9,0,NA,NA,100,1,NA,NA,NA,NA,3,3,7,14992884,NA,-9,NA,NA,NA,NA,NA,NA,"General Manager",12,1,"",NA,NA,"",NA,NA,4,4,2017,10,50,2,2,1,NA,NA,2,3,3,1,2.4917266368866,3.62226486206055,3.68128323554993,30
614320,256,2,3,2,2,2,2,200,52,2,2,3,14,3,2017,14,32,2,202,1,2,1,9,1,2,NA,NA,2016,3,31,5,"",50,100,0,0,0,1,50,2015,145,1,2015,26,2,2,"",2,NA,NA,1,0,NA,NA,0,NA,1,1,2,NA,NA,NA,NA,NA,1,1,1,4,2,"Products For Decoration Of Home",5233,-9,-9,"",-7,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,1,100,0,NA,NA,NA,100,30,-9,2,3,2,2,1,1,1,90,50,80,3,4,4,1,1,1,1,2,2,2,2,4,2,2,NA,NA,NA,NA,NA,1,3,"",1,1,0,1,1,1,"Sale For Internet","Because Sale Road Web",1,"Elders Optimizing Prices, Catalogs, Offers, Sales Black Raider","Only We Did Minimal Discounts Today It Is Massive",2,NA,1,1,1,1,1,NA,NA,30,70,0,30,70,0,1,-9,2,5000,3,"",0,1,-9,NA,2,NA,NA,1,70,70,100,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,"",2,2016,-9,-9,1,1,2,2,2,2,-9,-9,NA,-9,1,NA,NA,1,NA,1,1,1,1,2,-9,1,-9,2,2,NA,-9,NA,1,-9,2,2,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,3,0,190,-7,NA,NA,NA,NA,NA,NA,NA,100,100,50,1,100,1,NA,NA,NA,NA,1,2,15,-9,NA,150000,-9,NA,NA,NA,NA,NA,"General Manager Administrative",25,2,"",NA,NA,"",NA,NA,14,3,2017,15,22,1,1,1,NA,NA,2,4,2,1,2.22294640541077,2.53969573974609,2.94984006881714,32
614321,257,3,3,2,2,2,2,200,60,3,2,2,5,4,2017,15,14,2,207,1,2,1,3,1,2,NA,NA,2016,12,31,5,"",99,0,100,0,0,-9,NA,1995,-9,1,1995,13,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,1,0,4,6,"Courier Shipments And Receive Worldwide Packages",6411,95,7e+07,"Seventy Million",6e+07,1,6,3,NA,30,35,35,NA,NA,NA,NA,1995,0,0,100,0,NA,NA,NA,90,0,100,3,4,2,3,2,1,2,80,5,98,2,5,4,2,3,2,2,3,3,2,3,4,4,NA,NA,2,NA,NA,NA,1,6,"Non-Fulfillment Of Quality Standrs",1,1,2,1,1,2,"Information-Technology Applications For The Request Of The Services","Information-Technology Application For The Request Of The Services",1,"Improve In Times Of Transit And New Origins","Get Better Time In Transit And New Origins",1,140000,1,2,1,1,2,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",1,1,1,NA,2,NA,NA,0,90,72,80,0,0,20,0,1,35000,1,100,0,80,NA,0,NA,0,NA,20,NA,0,NA,0,NA,2,NA,NA,1,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,2,1,NA,NA,NA,NA,1,1,1,2,-9,2,NA,NA,1,-9,0,NA,2,NA,NA,1,60,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,2,95,82,NA,NA,NA,NA,NA,NA,NA,31,0,NA,NA,100,1,NA,NA,NA,NA,1,0,7,1.6e+07,NA,230000,NA,NA,NA,NA,NA,NA,"Manager Of Finance",2,1,"",NA,NA,"",NA,NA,5,4,2017,16,39,1,2,1,NA,NA,2,3,3,1,2.4917266368866,3.62226486206055,3.68128323554993,30
614322,258,1,1,2,2,2,2,200,17,1,2,1,10,3,2017,17,38,2,202,1,2,2,NA,NA,NA,NA,NA,2016,12,31,3,"",100,100,0,0,0,1,100,1994,4,1,1994,15,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,0,0,1,"Embroideries",1721,100,60000,"Sixty Thousand",36000,2,-9,4,NA,100,0,0,NA,NA,NA,NA,NA,0,0,20,80,2,NA,NA,100,0,100,1,5,5,4,1,1,2,0,100,80,2,4,3,2,1,1,3,1,0,4,4,3,2,2,NA,NA,1,50,1,1,5,"",1,1,4,2,NA,NA,"","",2,"","",2,NA,2,2,1,2,2,50,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,0,0,100,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,2,NA,NA,NA,2,2,2,1,10,1,6,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3,3,0,2,1,5,3,3,2,0,3,0,0,2,NA,1,0,1,0,2,NA,NA,NA,NA,0,0,3,30000,-9,8600,NA,-9,2,20,-9,-9,"Proprietary",15,2,"",NA,NA,"",NA,NA,10,3,2017,18,20,1,4,1,NA,NA,2,1,1,1,209.108673095703,247.884399414062,334.391387939453,18
614323,259,3,3,2,2,2,2,200,50,3,2,3,4,4,2017,15,30,2,202,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",70,100,0,0,0,2,NA,1986,50,1,1986,30,2,1,"International Quality Audits",1,30,2,1,1,0,0,0,NA,2,NA,1,20,2,NA,NA,NA,1,1,1,3,3,"Vehicles",5010,60,1.044e+09,"One Billion Forty-Four Million",1.1e+09,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,10,90,1,30,2,100,100,100,3,2,2,2,3,3,2,100,100,100,3,3,3,2,2,2,2,3,3,3,3,2,1,NA,NA,4,NA,NA,NA,1,5,"",2,2,2,2,NA,NA,"","",1,"Development Of A System New In Order That Processes Are More Efficient","The Process Is Faster Ed Sales, Bigger Control Is Ed Units In Stock",2,NA,1,2,1,1,1,NA,NA,80,20,0,80,20,0,1,90,2,NA,NA,"",2,1,NA,150000,2,NA,NA,2,60,60,40,30,30,0,0,1,2e+06,1,20,2e+06,70,NA,30,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,3,"",2,2017,2784000,6,1,1,1,2,2,2,20830000,1,-9,2,1,NA,NA,1,NA,1,2,1,2,2,10,1,2,2,1,3,-9,NA,1,-6,2,2,NA,NA,1,2,1,1,2,1,1,1,1,1,1,1,2,1,480,400,NA,NA,NA,NA,NA,NA,NA,150,5,0,3,90,1,NA,NA,NA,NA,0,2,14,1.4e+07,NA,60000,NA,NA,NA,NA,NA,NA,"Person In Charge Of Taxes",2,1,"",NA,NA,"",NA,NA,4,4,2017,16,14,1,4,1,NA,NA,2,3,3,1,1.45941209793091,2.14646100997925,2.32718753814697,30
614324,263,2,3,2,2,2,2,200,51,3,2,3,13,3,2017,14,46,2,201,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",-9,100,0,0,0,2,NA,1970,10,1,1970,30,2,2,"",1,2,-9,1,-9,NA,NA,-9,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,2,2,3,"Paintings Choral",5143,50,104400000,"One Hundred Four Million Four Hundred Thousand (Fifty Million Dollars)",100920000,1,10,2,NA,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,1,15,2,80,0,0,2,3,3,1,1,1,3,80,0,0,3,3,3,1,1,1,1,2,2,2,1,3,2,2,NA,NA,NA,NA,NA,1,3,"",2,1,2,1,1,1,"Bandage Machines For Walls Painting","Painted With Roller",1,"Logistics Increasing The Units For Delivery","They Were Not Much Units The Ones Of Delivery",2,NA,1,2,2,1,1,NA,NA,30,70,0,30,70,0,1,-9,2,NA,NA,"",0,1,-9,NA,2,NA,NA,0,90,70,0,0,0,100,0,1,-9,NA,NA,1.5e+07,NA,-9,NA,-9,NA,-9,NA,-9,NA,-9,NA,-9,1,-9,-9,1,2,1,1,11,"Do Brasil",2,2016,5e+06,12,1,2,2,2,2,2,500000,2,5000000,2,1,NA,NA,2,1,1,2,1,2,1,0,1,-9,2,1,0,0,NA,1,-9,2,1,15,2,1,2,1,1,1,1,1,2,2,2,2,2,4,2,250,180,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,100,1,NA,NA,NA,NA,2,2,4,17612280,NA,-9,NA,NA,NA,NA,NA,NA,"Cfo",21,1,"",NA,NA,"",NA,NA,13,3,2017,15,38,1,4,1,NA,NA,2,4,2,1,1,1,1,32
614325,269,1,3,2,2,2,2,200,51,3,2,2,29,3,2017,9,0,2,207,1,2,2,NA,NA,NA,NA,NA,2016,3,30,5,"",50,100,0,0,0,2,NA,2009,-9,1,2009,1,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,1,0,0,3,"Wood",5143,100,3e+06,"Three Million",5e+06,2,40,3,NA,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,20,0,0,2,5,4,3,1,1,1,70,0,100,2,5,4,4,1,1,3,2,2,3,1,5,3,2,NA,NA,NA,NA,NA,1,5,"",1,1,4,2,NA,NA,"","",2,"","",2,NA,2,2,2,2,1,NA,NA,100,0,0,100,0,0,1,-6,-9,NA,NA,"",4,1,-9,NA,1,10,NA,3,30,70,95,5,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,2,1,0,1,0,2,NA,NA,2,NA,0,NA,2,NA,NA,1,-9,-9,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,12,20,NA,NA,NA,NA,NA,NA,NA,4,20,2,1,12,2,NA,NA,NA,NA,4,1,3,9e+05,NA,-9,NA,NA,NA,NA,NA,NA,"General Manager",1,1,"",NA,NA,"",NA,NA,31,3,2017,9,11,2,3,1,NA,NA,2,3,1,1,1,1,1,28
614326,270,3,2,2,2,2,2,200,45,3,2,3,2,5,2017,15,31,2,202,1,2,2,NA,NA,NA,NA,NA,2016,3,31,5,"",50,100,0,0,0,2,NA,1995,4,1,1995,30,2,-6,"Iso 14000",1,5,2,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,0,0,6,"Servicing Of Roads, Bridges And Asphalt Paving Of Roads",4510,100,5e+07,"Fifty Million",75455109,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,80,20,1,15,NA,100,0,100,1,5,5,2,1,1,1,-9,0,100,3,-9,-9,1,1,1,1,0,0,4,4,4,1,NA,NA,5,NA,NA,NA,2,NA,"",2,2,0,2,NA,NA,"","",2,"","",2,NA,1,2,2,2,2,NA,NA,60,40,0,60,40,0,2,NA,NA,NA,NA,"",0,1,NA,120000,2,NA,NA,0,30,100,0,100,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10380000,0,1,2,1,1,3,"",2,2014,27680000,60,1,1,1,2,1,2,27680000,3,13867680,2,2,7,2,NA,NA,NA,2,2,0,2,0,1,1,2,2,NA,0,NA,2,NA,NA,2,NA,NA,1,1,1,2,2,2,2,2,2,0,0,3,2,0,60,80,NA,NA,NA,NA,NA,NA,NA,9,200,9,8,100,1,NA,NA,NA,NA,3,2,14,18200000,NA,72000,NA,NA,NA,NA,NA,NA,"Assistant Of Administration",16,2,"",NA,NA,"",NA,NA,2,5,2017,16,16,1,4,1,NA,NA,2,2,3,1,3.49802708625793,5.88300371170044,6.78201627731323,26
614327,272,1,1,2,2,2,2,200,28,1,2,2,5,4,2017,17,58,2,207,1,2,2,NA,NA,NA,NA,NA,2016,3,31,5,"",50,65,35,0,0,1,15,1987,3,1,1987,20,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,1,1,0,0,1,"Refrigeration Chambers",2812,60,12900000,"Twelve Million Nine Hundred Thousand",1e+07,2,15,5,NA,100,0,0,NA,NA,NA,NA,NA,0,0,20,80,1,60,2,100,0,100,2,4,4,1,1,1,1,20,60,90,2,4,4,1,1,1,1,2,2,2,2,4,2,1,3,NA,1,4,2,1,3,"",2,-9,1,1,1,2,"Machinery, A Perfiladora","A Perfiladora",1,"Better Quality Of The Finished Good","Better Quality Of The Finished Good",2,NA,2,2,2,1,2,60,48,50,50,0,50,50,0,2,NA,NA,NA,NA,"",1,1,1,NA,2,NA,NA,1,50,30,50,40,0,10,0,1,250000,1,100,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,8,"",2,2016,7e+05,12,1,1,2,2,1,2,2800000,1,1200000,2,1,NA,NA,1,NA,1,1,1,0,1,20,1,2,2,2,NA,-9,NA,1,-9,2,1,-9,2,1,2,1,1,1,1,1,1,4,4,2,4,4,3,40,25,15,25,4,10,1,0,4,NA,5,0,2,80,2,NA,NA,NA,NA,3,1,12,6e+06,8000000,40000,NA,-9,2,13,12000000,4000000,"General Manager",20,1,"",NA,NA,"",NA,NA,5,4,2017,19,3,1,2,1,NA,NA,2,1,1,1,4.60621452331543,5.19905948638916,10.0343542098999,18
614328,275,2,2,2,2,2,2,200,51,3,2,2,27,3,2017,15,1,2,202,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",50,50,50,0,0,1,50,1962,5,1,1962,50,2,2,"",2,NA,NA,1,1,0,0,-9,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,3,4,3,"Forestsl Work Tools",5143,80,-9,"",-9,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,10,90,1,-9,2,70,0,90,2,4,4,2,1,2,3,90,30,90,2,4,4,4,1,2,2,2,2,3,1,3,4,1,4,NA,NA,NA,NA,2,NA,"",-9,-9,2,1,2,2,"Modeling New Motorcycle Saw","And Is More Inexpensive Better Performance",1,"They Contributed The Passage Of Time Of Delivery","Importing Became Prompter And Distribution",2,NA,1,2,1,2,2,NA,NA,100,0,0,100,0,0,1,-9,-9,NA,NA,"",0,1,NA,400000,2,NA,NA,2,5,40,100,0,0,0,0,1,-9,NA,NA,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,4,"",2,2016,5e+05,6,1,2,1,1,2,2,5000000,4,-9,2,1,NA,NA,1,NA,1,2,1,0,2,2,1,1,1,1,-9,0,NA,-9,NA,NA,2,NA,NA,1,2,1,1,1,1,1,2,2,2,1,1,0,2,90,90,NA,NA,NA,NA,NA,NA,NA,30,0,NA,NA,90,1,NA,NA,NA,NA,1,0,7,-9,NA,-9,NA,NA,NA,NA,NA,NA,"Administrative Assistant Of Manager Of Financing",10,1,"",NA,NA,"",NA,NA,27,3,2017,15,46,1,4,1,NA,NA,2,4,2,1,1,1,1,32
614329,276,3,3,2,2,2,2,200,55,3,2,3,7,4,2017,14,38,2,207,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",50,100,0,0,0,2,NA,1991,40,1,1991,25,2,1,"Iso 9001",1,30,2,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,1,1,0,5,"Catering Trade And Restaurant",5510,50,-9,"",-9,1,15,1,3,80,20,0,NA,NA,NA,NA,-9,0,0,80,20,2,NA,NA,50,-9,100,1,2,1,1,1,1,1,80,90,100,1,4,4,1,1,1,1,0,0,2,3,3,2,NA,NA,5,NA,NA,NA,1,3,"",1,1,0,1,1,2,"You Program Your Vacations","This Is A Service In Packages On A Vacation Not Of The Weekend",2,"","",2,NA,2,2,1,2,2,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,1,NA,2,NA,NA,0,-9,-9,100,0,0,0,0,1,20000,1,100,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,609600000,0,1,-9,-9,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,NA,NA,NA,NA,NA,2,1,0,2,0,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,4,1,115,160,NA,NA,NA,NA,NA,NA,NA,45,0,NA,NA,100,2,NA,NA,NA,NA,1,1,10,-9,NA,60960000,NA,NA,NA,NA,NA,NA,"General Manager Administrative",6,1,"",NA,NA,"",NA,NA,7,4,2017,15,25,2,3,1,NA,NA,2,3,3,1,1,1.37331056594849,1.39568626880646,30
