"Sector.Detail","Sector","Size","Part.Of.Larger.Firm","Num.Establishments","Headquarters","Separate.Financial.Statements","Firm.Status","Establishment.Begin.Year","Electrical.Application","Electrical.Wait","Power.Outage","Num.Power.Outages","Power.Outage.Duration.Hours","Power.Outage.Duration.Minutes","Generator","Generator.Use","Water.Application","Water.Wait","Water.Outage","Num.Water.Outages","Water.Outage.Duration","Email","Website","Main.Activity","Sales.Nominal","Theft.Loss","Breakage.Loss","Capacity.Utilization","Operation.Hours","Capital.Purchases.Bool","Capital.Purchases.Amount","Upgraded.Capital.Bool","Upgraded.Capital.Percent","Land.Buildings.Amount","Full.Time.Employees","Full.Time.Employees.Production","Full.Time.Employees.Non.Production","Full.Time.Employees.Production.High.Skill","Full.Time.Employees.Production.Mid.Skill","Full.Time.Employees.Production.Low.Skill","Full.Time.Employees.Temporary","Full.Time.Employees.Temporary.Duration","Full.Time.Employees.Secondary.School.Percent","Labor.Cost","Raw.Material.Cost","Electricity.Cost","Total.Cost","Capital.Value","Country"
52,2,1,2,NA,NA,NA,5,1992,2,NA,-9,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,2,1e+06,NA,NA,NA,NA,1,40000,-9,NA,-9,10,NA,NA,NA,NA,NA,8,3,10,-9,NA,-9,NA,NA,"Peru"
18,1,1,2,NA,NA,NA,3,2004,2,NA,1,3,-9,-9,2,NA,1,-9,2,NA,NA,1,2,1,130000,NA,NA,80,48,2,NA,NA,NA,NA,6,5,1,0,2,3,6,3,100,96000,3600,5600,105200,-9,"Peru"
60,3,1,2,NA,NA,NA,3,1999,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,2,6,1e+06,NA,NA,NA,NA,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2,3,90,156000,NA,4800,NA,NA,"Peru"
60,3,1,2,NA,NA,NA,2,1996,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,2,6,1610291,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,NA,100,68430,NA,-9,NA,NA,"Peru"
60,3,1,2,NA,NA,NA,2,1995,2,NA,1,1,2,0,2,NA,2,NA,NA,NA,NA,1,2,6,1577418,NA,NA,NA,NA,2,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,2,2,27,142600,NA,3600,NA,NA,"Peru"
15,1,1,2,NA,NA,NA,3,1998,2,NA,1,1,2,0,1,5,2,NA,2,NA,NA,1,2,1,-9,NA,NA,70,48,1,20000,1,2,0,9,4,5,2,2,0,1,3,100,-9,-9,-9,-9,-9,"Peru"
60,3,1,2,NA,NA,NA,1,1983,2,NA,1,1,15,0,2,NA,2,NA,NA,NA,NA,1,2,6,1500000,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,120,3,7,370000,NA,5000,NA,NA,"Peru"
60,3,1,2,NA,NA,NA,1,2006,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,6,-9,NA,NA,NA,NA,1,-9,NA,NA,0,-9,NA,NA,NA,NA,NA,0,NA,100,-9,NA,2400,NA,NA,"Peru"
60,3,1,2,NA,NA,NA,5,2006,2,NA,1,1,0,0,2,NA,2,NA,NA,NA,NA,1,2,6,7e+05,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,6,100,200000,NA,600,NA,NA,"Peru"
60,3,2,1,2,1,2,2,2004,2,NA,2,NA,NA,NA,2,NA,-9,NA,NA,NA,NA,1,2,6,-9,NA,NA,NA,NA,1,-9,NA,NA,-9,30,NA,NA,NA,NA,NA,0,NA,100,-9,NA,1200,NA,NA,"Peru"
60,3,1,2,NA,NA,NA,5,1999,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,6,1e+06,NA,NA,NA,NA,2,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,0,NA,100,228000,NA,4560,NA,NA,"Peru"
72,3,1,2,NA,NA,NA,2,2008,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,6,230000,NA,NA,NA,NA,1,15000,1,100,0,6,NA,NA,NA,NA,NA,8,6,100,-9,NA,1800,NA,NA,"Peru"
55,3,2,1,2,2,NA,2,1974,2,NA,2,NA,NA,NA,1,10,2,NA,NA,NA,NA,1,1,5,2462000,NA,NA,NA,NA,2,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,0,NA,99,670000,NA,125000,NA,NA,"Peru"
28,1,1,2,NA,NA,NA,5,1975,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,NA,1,2,1,5e+05,NA,NA,100,40,2,NA,NA,NA,NA,9,6,3,5,1,0,0,NA,100,-9,-9,7000,-9,-9,"Peru"
33,1,1,2,NA,NA,NA,2,2002,2,NA,1,0,NA,NA,2,NA,2,NA,2,NA,NA,1,1,1,5e+06,NA,NA,70,45,2,NA,NA,NA,NA,36,18,18,2,12,4,6,8,100,252000,3000000,15000,4500000,300000,"Peru"
