"Sector.Detail","Sector","Size","Part.Of.Larger.Firm","Num.Establishments","Headquarters","Separate.Financial.Statements","Firm.Status","Establishment.Begin.Year","Electrical.Application","Electrical.Wait","Power.Outage","Num.Power.Outages","Power.Outage.Duration.Hours","Power.Outage.Duration.Minutes","Generator","Generator.Use","Water.Application","Water.Wait","Water.Outage","Num.Water.Outages","Water.Outage.Duration","Email","Website","Main.Activity","Sales.Nominal","Theft.Loss","Breakage.Loss","Capacity.Utilization","Operation.Hours","Capital.Purchases.Bool","Capital.Purchases.Amount","Upgraded.Capital.Bool","Upgraded.Capital.Percent","Land.Buildings.Amount","Full.Time.Employees","Full.Time.Employees.Production","Full.Time.Employees.Non.Production","Full.Time.Employees.Production.High.Skill","Full.Time.Employees.Production.Mid.Skill","Full.Time.Employees.Production.Low.Skill","Full.Time.Employees.Temporary","Full.Time.Employees.Temporary.Duration","Full.Time.Employees.Secondary.School.Percent","Labor.Cost","Raw.Material.Cost","Electricity.Cost","Total.Cost","Capital.Value","Country"
18,1,1,2,NA,NA,NA,3,2004,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,NA,1,1,1,420000,NA,NA,50,30,2,NA,NA,NA,NA,6,6,0,6,0,0,0,NA,6,201054,-9,-9,-9,-9,"Bolivia"
22,1,2,1,2,1,2,2,1987,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,NA,1,1,1,13600000,NA,NA,100,40,2,NA,NA,NA,NA,78,60,18,48,12,0,5,1,68,6e+06,5000000,360000,12000000,2000000,"Bolivia"
51,3,1,1,5,1,1,5,1998,2,NA,1,2,0,0,2,NA,2,NA,NA,NA,NA,1,2,3,2.8e+07,NA,NA,NA,NA,2,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,0,NA,90,1600000,NA,250000,NA,NA,"Bolivia"
55,3,1,2,NA,NA,NA,2,2010,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,2,1,5,-9,NA,NA,NA,NA,2,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,0,NA,100,-9,NA,150000,NA,NA,"Bolivia"
25,1,2,2,NA,NA,NA,3,2009,1,1,1,2,0,0,2,NA,2,NA,2,NA,NA,1,2,1,-9,NA,NA,40,160,1,-9,NA,NA,0,25,16,9,5,11,0,-9,NA,80,-9,-9,-9,-9,-9,"Bolivia"
24,1,3,2,NA,NA,NA,3,1994,2,NA,1,-9,NA,NA,2,NA,2,NA,1,0,NA,1,1,1,187920000,NA,NA,85,48,2,NA,NA,NA,NA,400,232,168,32,70,130,0,NA,100,37651200,78926400,2255040,160671600,900000,"Bolivia"
60,3,2,2,NA,NA,NA,2,1993,1,7,1,2,2,0,2,NA,2,NA,NA,NA,NA,2,1,6,3.5e+07,NA,NA,NA,NA,2,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,0,NA,100,2500000,NA,-9,NA,NA,"Bolivia"
26,1,3,1,17,1,2,2,1985,1,-9,1,2,0,0,2,NA,2,NA,2,NA,NA,1,1,1,228360000,0,0,90,168,1,276800,1,20,0,360,190,170,35,125,30,0,NA,90,38524332,-9,-9,-9,103800000,"Bolivia"
52,2,3,2,NA,NA,NA,5,1969,1,3,1,2,1,0,2,NA,2,NA,NA,NA,NA,1,1,2,6960000,NA,NA,NA,NA,1,48720000,1,60,13920000,130,NA,NA,NA,NA,NA,15,3,70,2784000,NA,69600,NA,NA,"Bolivia"
55,3,2,2,NA,NA,NA,5,2005,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,2,1,5,8500000,NA,NA,NA,NA,1,15000,1,100,0,42,NA,NA,NA,NA,NA,5,2,90,2200000,NA,-9,NA,NA,"Bolivia"
