"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a1","a12","a1a","a1c","a7","a7a","a7b","a11","a7c","a9","a20y","a20m","a20d","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","ASCn3","ASCn4","ASCn5","ASCn5b","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","ASCd5","ASCd6","ASCd7","ASCd8","ASCd9a","ASCd9b","ASCd9d","ASCd9e","ASCd9c","ASCd9f","ASCd14","ASCd15","ASCd16","ASCd17","ASCd18a","ASCd18b","ASCd18d","ASCd18e","ASCd18c","ASCd18f","d30a","d30b","ASCr1","ASCr2","ASCr7","ASCr8","ASCr111","ASCr112","ASCr11","e1","e2b","e6","e11","ASCe12","ASCe12x","ASCe13","ASCe14","e30","h1","h2","ASCh2","h3x","h4x","h5","h6x","h7x","h8","h9","ASCh10a","ASCh10b","ASCh10c","ASCh10d","ASCh10e","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","k4","n5a","ASCn6","ASCn7","n5b","k5a","k5a1","k5bc","k5bc1","k5i","k5i1","k5e","k5e1","k5f","k5f1","k5hdj","k5hdj1","k4b","n5c","n5d","k6","k7","k8","k9","ASCk8","ASCk8x","ASCk9","k10","k11","ASCk13","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","ASCk17","ASCk18","ASCk19","k20a1","ASCk22","k21","k30","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","ASCj16","ASCj17","ASCj18","ASCj19","ASCj20a","ASCj20b","ASCj20c","ASCj20d","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","ASCn8","ASCn9","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
622354,127,4,1,1,2,1,2,1,52,2,1,1,4,5,2017,14,33,1,21,1,2,2,NA,NA,NA,NA,NA,2016,9,30,2,"",40,100,0,0,0,1,40,1991,2,1,1991,35,2,2,"",2,NA,NA,1,0,NA,NA,-9,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,1,1,2,"Laser-Cut With Optic Fiber Laser",5239,40,8.4e+07,"Eighty-Four Million",5e+07,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,1,10,1,100,0,98,1,5,5,1,2,2,1,5,1,98,2,5,5,1,1,1,1,3,2,2,-9,3,2,NA,NA,5,NA,NA,NA,2,NA,"",2,-9,0,1,1,1,"Laser Cut Machines","Before We Used A Machine Of Cut By Plasma Or Guillotine",1,"Laser Cut Makes Production More Efficient. Also Carries Machines Is More Ecological And Profile Machine Has Duplicated Production","All Machines Give More Speed, Almost Twice As Fast",2,NA,1,2,2,2,2,NA,NA,100,0,0,100,0,0,2,NA,NA,36,3,"",0,1,-9,NA,2,NA,NA,1,90,10,50,0,0,50,0,1,1200000,1,100,0,40,NA,60,NA,0,NA,0,NA,0,NA,0,NA,1,300000,0,1,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,2,1,0,2,60,2,NA,NA,2,NA,0,NA,1,25,2,2,NA,NA,1,5,1,1,1,1,2,1,4,4,2,1,2,0,18,18,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,90,1,NA,NA,NA,NA,4,0,3,4160000,NA,100000,-9,NA,NA,NA,NA,NA,"Ceo",26,1,"",NA,NA,"",NA,NA,4,5,2017,16,10,1,1,1,NA,NA,1,1,4,1,179.264694213867,179.264709472656,179.264709472656,8
622355,128,5,3,4,2,2,2,3,45,3,4,3,22,5,2017,15,52,1,23,1,2,2,NA,NA,NA,NA,NA,2016,6,30,2,"",33,100,0,0,0,1,15,1970,-9,1,1970,34,2,2,"",2,NA,NA,1,5,0,0,-9,NA,1,2,2,NA,NA,NA,NA,NA,1,1,2,1,4,"Government Construction",4520,40,3e+08,"Three Hundred Million",1.8e+08,1,50,1,60,100,0,0,NA,NA,NA,NA,NA,-9,0,98,2,1,-9,2,95,-9,80,2,5,-9,4,4,4,3,100,50,50,2,-9,-9,4,5,4,1,2,2,1,4,3,1,1,1,NA,NA,NA,NA,1,2,"",2,1,3,2,NA,NA,"","",2,"","",2,NA,2,2,1,2,1,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",2,1,NA,300000,2,NA,NA,2,95,100,30,70,0,0,0,1,5e+06,2,NA,-9,10,NA,90,NA,0,NA,0,NA,0,NA,0,NA,1,5000000,-9,1,1,1,2,1,"",1,2016,1500000,-9,-9,NA,NA,NA,NA,NA,NA,20,1.4e+07,-9,1,NA,NA,1,NA,1,1,1,1,3,40,1,-9,2,1,-9,-9,NA,1,-9,2,-9,NA,NA,1,2,1,1,1,1,1,1,4,3,2,2,1,2,280,280,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,-9,1,NA,NA,NA,NA,2,3,14,80000000,NA,-9,NA,NA,NA,NA,NA,NA,"Ceo",34,1,"",NA,NA,"",NA,NA,22,5,2017,16,39,1,1,1,NA,NA,4,3,5,1,11.7453279495239,12.3444671630859,12.6731042861938,112
622356,130,5,3,4,2,2,2,3,45,3,4,3,23,5,2017,15,27,1,23,1,2,2,NA,NA,NA,NA,NA,2016,7,31,2,"",73,100,0,0,0,2,NA,1984,4,1,1984,48,2,2,"",2,NA,NA,1,1,0,0,-9,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,1,1,4,"Dwellings Construction",4520,70,8.6e+07,"Eighty-Six Million",2.5e+07,1,50,2,NA,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,100,0,-9,1,5,5,4,3,3,4,90,100,0,1,-9,-9,1,1,1,1,1,0,1,4,2,-9,NA,NA,-9,NA,NA,NA,2,NA,"",2,2,1,1,1,2,"Stell Frame Houses","Agility In Construction",2,"","",2,NA,2,2,2,2,2,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,-9,NA,-9,NA,NA,1,50,0,100,0,0,0,0,1,3e+06,2,NA,1500000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1800000,-9,1,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,1,1,1,3,0,2,NA,NA,1,0,0,NA,2,NA,NA,1,-6,2,1,1,1,1,1,1,1,1,2,-9,1,1,1,3,35,16,NA,NA,NA,NA,NA,NA,NA,8,200,0,7,100,1,NA,NA,NA,NA,2,1,14,30000000,NA,120000,NA,NA,NA,NA,NA,NA,"President",33,1,"",NA,NA,"",NA,NA,23,5,2017,16,17,1,1,1,NA,NA,4,3,5,1,6.28791332244873,5.42113733291626,4.88289976119995,112
622357,131,5,1,4,2,2,2,1,15,1,4,1,15,3,2017,11,32,1,16,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",-9,100,0,0,0,2,NA,1959,-9,1,1959,30,2,2,"",2,NA,NA,1,6,0,0,NA,30000,2,NA,2,NA,NA,2,NA,NA,1,1,4,2,1,"Food Manufacturing",1549,100,7e+05,"Seven Hundred Thousand",4e+05,1,50,1,50,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,100,0,80,3,2,1,3,1,1,2,100,0,100,1,1,1,1,1,2,1,2,1,3,2,3,2,2,NA,NA,1,4,2,1,3,"",1,1,3,1,1,2,"A Meal","Variety And Quantity",1,"Vacuum-Packed","Better Preserving Of The Product",2,NA,2,2,2,2,2,40,90,80,20,0,80,20,0,2,NA,NA,NA,NA,"",3,1,8,NA,2,NA,NA,4,30,0,100,0,0,0,0,1,25000,1,20,12000,50,NA,10,NA,15,NA,20,NA,0,NA,5,NA,2,NA,NA,2,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,1,NA,7,NA,2,2,3,1,60,1,4,2,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,3,3,10,5,3,7,3,0,0,-9,-9,NA,4,2,6,90,2,NA,NA,NA,NA,4,4,11,-9,-9,160000,NA,450000,1,60,-9,1e+06,"Partner Manager",30,1,"",NA,NA,"",NA,NA,15,3,2017,12,25,1,1,1,NA,NA,4,1,5,1,149.000015258789,149.000015258789,149,94
622358,132,5,1,4,2,2,2,1,72,3,4,2,9,5,2017,9,49,1,29,1,2,2,NA,NA,NA,NA,NA,2016,5,31,5,"",33,100,0,0,0,2,NA,2013,15,1,2013,18,2,2,"",2,NA,NA,1,10,1,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,3,3,6,"Software",7229,100,5e+06,"Five Million",3500000,1,40,1,50,60,0,40,NA,NA,NA,NA,2013,-7,NA,60,40,2,NA,NA,-9,-9,-9,4,5,4,5,5,3,5,100,80,100,4,5,4,5,5,4,5,0,2,2,2,4,4,2,NA,NA,NA,NA,NA,2,NA,"",2,1,3,1,1,1,"Managing Control Software","Completely New",1,"Support Process For Clients","Improvement In Primary Customer Attention",2,NA,1,2,1,1,1,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",2,1,40,NA,2,NA,NA,3,0,50,100,0,0,0,0,1,-9,NA,NA,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,0,2,NA,NA,1,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,NA,4,NA,2,2,3,2,80,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,20,15,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,100,2,NA,NA,NA,NA,2,2,14,-9,NA,-9,NA,NA,NA,NA,NA,NA,"Ceo",4,2,"",NA,NA,"",NA,NA,9,5,2017,10,47,1,2,1,NA,NA,4,1,5,1,149.000015258789,149.000015258789,149,94
622359,134,5,3,4,2,2,2,6,45,3,4,3,24,8,2017,15,15,1,25,1,2,2,NA,NA,NA,NA,NA,2017,6,30,2,"",55,100,0,0,0,2,NA,1990,85,1,1990,60,2,1,"Doesn'T Remember",2,NA,NA,1,20,2,0,-9,NA,1,1,2,NA,NA,NA,NA,NA,1,1,0,0,4,"Asphalt Layer",4530,99,4.35e+08,"Four Hundred Thirty-Five Million",2.1e+08,1,135,1,100,100,0,0,NA,NA,NA,NA,NA,0,3,100,0,NA,NA,NA,100,0,100,1,3,1,1,1,1,1,100,100,100,1,-9,-9,-9,-9,-9,-9,2,3,1,1,3,1,NA,NA,5,NA,NA,NA,2,NA,"",1,1,2,2,NA,NA,"","",1,"Adding More Equipment Of High Technology","Reducing Time And Less Product Quality",1,-9,1,2,2,2,1,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,2,NA,2,NA,NA,0,90,100,0,90,0,10,0,1,2.8e+07,1,100,0,0,NA,30,NA,0,NA,0,NA,70,NA,0,NA,1,15000000,0,1,1,1,2,13,"Bancor",1,2017,2500000,48,1,2,1,2,2,2,2500000,20,2e+07,2,1,NA,NA,1,NA,1,2,1,0,3,5,1,1,2,1,0,NA,100000,1,5,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,0,3,0,0,180,140,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,10,2,NA,NA,NA,NA,0,0,14,11000000,NA,787000,NA,NA,NA,NA,NA,NA,"Representative",43,1,"",NA,NA,"",NA,NA,24,8,2017,16,27,2,1,1,NA,NA,4,3,5,1,11.7453279495239,12.3444671630859,12.6731042861938,112
622360,142,5,2,1,1,1,2,2,21,1,1,2,26,6,2017,11,12,1,27,1,2,2,NA,NA,NA,NA,NA,2016,9,30,2,"",60,100,0,0,0,1,60,1963,-9,1,1963,45,2,2,"",2,NA,NA,1,0,NA,NA,-9,NA,2,NA,2,NA,NA,-7,NA,NA,1,2,3,3,1,"Paper",2102,100,1.2e+08,"One Hundred Twenty Million",-9,1,-9,1,70,100,0,0,NA,NA,NA,NA,NA,0,0,90,10,1,6,2,30,0,100,1,2,4,1,1,1,1,5,0,100,1,4,4,1,1,1,1,2,2,2,2,3,4,NA,NA,5,2,-4,2,2,NA,"",2,2,0,2,NA,NA,"","",2,"","",2,NA,2,2,2,2,2,70,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,2,100,100,100,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,2,13,"Banco Industri",-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,-9,NA,2,2,6,2,NA,NA,NA,2,1,2,2,10,2,NA,NA,2,NA,0,NA,1,20,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,50,50,20,30,2,18,0,0,6,NA,0,NA,NA,-9,2,NA,NA,NA,NA,1,3,14,-9,-9,-9,NA,1e+06,1,25,-9,-9,"Ceo",45,1,"",NA,NA,"",NA,NA,26,6,2017,11,40,2,3,1,NA,NA,1,2,5,1,131.703704833984,131.703704833984,131.703704833984,20
622361,145,5,3,1,1,1,2,3,72,3,1,3,22,5,2017,9,21,1,679,1,2,2,NA,NA,NA,NA,NA,2016,9,30,2,"",26,100,0,0,0,2,NA,1995,15,1,1995,30,2,1,"Iso 9001",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,4,4,6,"Construction Of Optic Fiber Nets And Maintenance",7229,50,2.2e+08,"Two Hundred Twenty Million",1.6e+08,1,20,7,NA,100,0,0,NA,NA,NA,NA,NA,1,-7,97,3,2,NA,NA,90,0,100,1,5,5,3,1,1,4,100,0,90,3,5,5,4,1,1,4,3,2,3,3,3,3,1,3,NA,NA,NA,NA,2,NA,"",2,2,0,1,1,1,"Expanding Maintenance Zone To 50% Of The Country, Construction Of Nets, New Instruments","Service Is The Same That In Work Areas",1,"Constantly Renewing Vehicles And Instruments And Materials","Service Is The Same, We Improve Units And Train People",2,NA,1,2,2,2,1,NA,NA,70,30,0,100,0,0,1,60,2,NA,NA,"",0,1,8,NA,2,NA,NA,2,60,0,40,60,0,0,0,1,1.5e+07,1,100,2000000,40,NA,60,NA,0,NA,0,NA,0,NA,0,NA,1,6000000,0,1,1,1,1,1,"",1,2017,2700000,36,1,1,2,2,2,2,2700000,3,-9,2,1,NA,NA,2,7,1,1,1,1,1,0,1,2,2,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,4,3,240,200,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,40,1,NA,NA,NA,NA,3,3,13,80000000,NA,250000,NA,NA,NA,NA,NA,NA,"President",22,1,"",NA,NA,"",NA,NA,22,5,2017,10,27,1,2,1,NA,NA,1,3,5,1,155.847671508789,158.22526550293,158.640411376953,30
622362,150,5,2,1,1,1,2,2,51,3,1,2,9,8,2017,16,48,1,24,1,2,2,NA,NA,NA,NA,NA,2016,9,31,2,"",96,100,0,0,0,2,NA,1976,4,1,1976,40,2,1,"Iso 9000",1,40,2,1,0,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,1,1,3,"Chemical Products",5190,12,3.5e+08,"Three Hundred Fifty-Million",-9,1,25,7,NA,100,0,0,NA,NA,NA,NA,NA,0,0,40,60,1,5,2,75,0,97,2,4,5,1,1,1,1,99,0,99,2,5,5,1,1,1,1,2,1,2,-9,3,2,1,3,NA,NA,NA,NA,1,2,"",1,1,2,2,NA,NA,"","",2,"","",2,NA,1,2,2,1,2,NA,NA,50,50,0,50,50,0,1,-6,2,NA,NA,"",2,1,-9,NA,2,NA,NA,0,95,95,60,0,0,40,0,1,30000,2,NA,5000000,50,NA,50,NA,0,NA,0,NA,0,NA,0,NA,1,0,10000000,1,1,1,1,5,"",1,2017,1200000,48,2,NA,NA,NA,NA,NA,NA,3,1.4e+07,2,1,NA,NA,2,1,1,2,1,1,1,10,1,4,2,2,NA,-9,NA,1,-9,2,2,NA,NA,1,1,1,1,2,1,2,1,3,3,1,2,3,2,22,22,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,100,2,NA,NA,NA,NA,1,1,14,10000000,NA,30000,NA,NA,NA,NA,NA,NA,"Finance Director",10,1,"",NA,NA,"",NA,NA,9,8,2017,17,29,1,2,1,NA,NA,1,2,5,1,131.703704833984,131.703704833984,131.703704833984,20
622363,153,5,1,1,2,1,2,1,52,2,1,1,20,4,2017,9,4,1,30,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",-9,100,0,0,0,2,NA,1990,6,1,1990,27,2,2,"",2,NA,NA,1,2,1,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,1,3,2,"Import, Sale And Post-Sale Service Of Forklifts",5239,75,1.2e+07,"Twelve Million",6e+06,1,50,1,50,100,0,0,NA,NA,NA,NA,NA,0,0,30,70,1,7,1,100,0,100,2,4,4,2,1,1,3,100,0,80,2,4,4,2,1,1,2,4,3,2,1,3,3,NA,NA,5,NA,NA,NA,1,6,"Companies With Chinese Products Of Low Quality",2,2,1,1,1,1,"Battery Forklifts","Technology Improves, They Are Not Electrical",1,"Adding Of Software Tools And Personal Training","Adds Technologic Tools For Commerce And Tracking Of Service Quality",2,NA,1,1,1,1,1,NA,NA,100,0,0,100,0,0,2,NA,NA,-9,NA,"",1,1,2,NA,2,NA,NA,3,0,50,100,0,0,0,0,1,5e+05,1,100,500000,50,NA,0,NA,0,NA,0,NA,50,NA,0,NA,2,NA,NA,1,1,1,1,12,"",1,2017,600000,4,2,NA,NA,NA,NA,NA,NA,2,4e+05,2,1,NA,NA,2,-9,-9,2,1,3,1,50,2,NA,NA,2,NA,0,NA,1,90,2,-9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,10,10,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,10,1,NA,NA,NA,NA,3,2,9,3000000,NA,25000,-9,NA,NA,NA,NA,NA,"President",27,1,"",NA,NA,"",NA,NA,20,4,2017,10,2,1,2,1,NA,NA,1,1,5,1,265.944458007812,265.944427490234,265.944458007812,10
622364,156,5,3,1,1,1,2,5,72,3,1,2,27,11,2017,14,17,1,27,1,2,2,NA,NA,NA,NA,NA,2017,8,31,2,"",99,100,0,0,0,2,NA,1994,3,1,1994,25,2,1,"Iso 9001",2,NA,NA,2,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,NA,1,1,4,4,6,"Software Development",7290,70,22718193,"Twenty-Two Million Seven Hundred Eighteen Thousand One Hundred Ninety-Three",1.2e+07,1,40,1,45,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,2,NA,NA,100,0,100,1,5,5,3,1,3,3,60,70,100,2,5,5,3,1,3,2,0,0,2,3,3,2,NA,NA,5,NA,NA,NA,1,5,"",2,-9,2,1,1,2,"Security System In Industrial And Energetic Installations","Completely New",2,"","",1,700000,1,1,1,2,2,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,13,"Icbc",2,2017,500000,24,1,2,1,2,2,2,-9,1,-9,2,2,3,2,NA,NA,NA,2,1,2,2,30,2,NA,NA,1,0,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,0,2,1,0,38,31,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,95,1,NA,NA,NA,NA,2,3,9,10917332,NA,32540,NA,NA,NA,NA,NA,NA,"Director",23,1,"",NA,NA,"",NA,NA,27,11,2017,14,59,1,1,1,NA,NA,1,3,5,1,4.95233106613159,2.57474780082703,2.15958881378174,30
622365,158,5,2,1,1,1,2,2,72,3,1,2,25,7,2017,8,47,1,27,1,2,2,NA,NA,NA,NA,NA,2016,8,31,2,"",51,100,0,0,0,2,NA,1988,2,1,1988,35,2,1,"Iso 9001",2,NA,NA,1,0,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,2,2,6,"Software Development And Implementation",7229,80,2.5e+07,"Twenty-Five Million",1.3e+07,1,60,1,60,99,0,1,NA,NA,NA,NA,1996,0,0,100,0,NA,NA,NA,100,50,100,1,4,2,1,1,1,1,95,50,75,4,5,5,1,1,1,1,0,0,3,3,3,4,1,4,NA,NA,NA,NA,2,NA,"",2,1,2,1,1,1,"Software For Mobile Sale","Is A Different Software With More Technology",1,"New Process For Business Analysis","Implemented Software Development With Agile Technology",2,NA,1,1,1,1,1,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,1,NA,2,NA,NA,1,10,40,90,10,0,0,0,1,3e+05,1,100,0,30,NA,70,NA,0,NA,0,NA,0,NA,0,NA,1,250000,0,1,1,1,1,2,"",1,2016,300000,-9,1,2,2,2,1,2,-9,3,350000,2,2,1,NA,NA,NA,NA,2,1,1,1,10,1,5,2,2,NA,0,NA,2,NA,NA,2,NA,NA,1,5,1,1,1,1,1,1,2,2,1,2,2,3,42,35,NA,NA,NA,NA,NA,NA,NA,15,0,NA,NA,100,1,NA,NA,NA,NA,2,3,9,18000000,NA,20000,NA,NA,NA,NA,NA,NA,"President",29,1,"",NA,NA,"",NA,NA,25,7,2017,9,31,1,1,1,NA,NA,1,2,5,1,131.703704833984,131.703704833984,131.703704833984,20
622366,160,5,2,1,2,1,2,2,21,1,1,2,1,8,2017,15,21,1,21,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",25,100,0,0,0,1,25,1997,4,1,1997,30,2,-6,"Iso 9000 Or 9001, Doesn'T Remember Well",2,NA,NA,1,0,NA,NA,-9,NA,1,1,2,NA,NA,1,-9,NA,1,1,2,3,1,"Labels",2102,30,102616612,"One Hundred Two Million Six Hundred Sixteen Thousand Six Hundred Twelve",60217787,1,-9,3,NA,95,0,5,-7,2,-7,-7,2015,0,0,30,70,1,5,2,100,-9,98,2,5,5,1,1,1,1,70,25,90,2,5,5,1,1,1,1,3,2,2,2,3,3,NA,NA,3,1,-4,2,1,4,"",2,-9,1,1,2,1,"Software Deposit","Made Improvements To The Software, Wouldn'T Know How To Explain",2,"","",2,NA,1,2,1,2,2,90,45,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,NA,1200000,2,NA,NA,2,90,90,80,0,0,20,0,1,578000,1,100,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,NA,2,NA,2,2,0,2,20,1,2,2,2,NA,0,NA,1,25,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,0,2,2,1,65,48,13,52,2,2,9,0,-9,NA,0,NA,NA,90,1,80,NA,0,NA,3,3,14,2074398,57269361,-9,NA,-9,1,-9,1989053,-9,"Cfo",19,2,"",NA,NA,"",NA,NA,1,8,2017,16,35,1,1,1,NA,NA,1,2,5,1,131.703704833984,131.703704833984,131.703704833984,20
622367,164,5,2,1,1,1,2,214,51,3,1,2,5,4,2017,9,0,1,1,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",33,100,0,0,0,2,NA,1992,3,1,1992,20,2,2,"",2,NA,NA,1,0,NA,NA,-9,NA,1,1,2,NA,NA,NA,NA,NA,1,1,0,0,3,"Distribution And Wholesale Of Paper",5190,90,3.72e+08,"Three Hundred Seventy-Two Million",2.51e+08,1,70,1,70,100,0,0,NA,NA,NA,NA,NA,0,1,80,20,1,3,2,100,0,100,2,3,3,1,2,1,2,100,0,99,2,3,3,1,1,1,2,2,1,2,2,4,2,NA,NA,4,NA,NA,NA,1,3,"",1,1,1,1,1,1,"Paper Bags Manufacturing","Completely New",2,"","",1,-9,1,2,2,1,1,NA,NA,50,50,0,50,50,0,2,NA,NA,NA,NA,"",0,1,NA,600000,2,NA,NA,0,100,80,40,30,0,30,0,1,1e+06,2,NA,0,50,NA,50,NA,0,NA,0,NA,0,NA,0,NA,-9,NA,NA,1,1,1,1,5,"",2,2017,1000000,12,2,NA,NA,NA,NA,NA,NA,20,2e+07,2,1,NA,NA,2,7,1,2,1,1,2,10,1,3,2,1,0,0,NA,1,5,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,70,68,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,14,-9,NA,500000,NA,NA,NA,NA,NA,NA,"Ceo",10,1,"",NA,NA,"",NA,NA,5,4,2017,9,49,2,2,1,NA,NA,1,2,5,1,131.703704833984,131.703704833984,131.703704833984,20
622368,167,5,2,1,2,1,2,5,18,1,1,1,31,7,2017,9,31,1,9,1,2,1,2,1,2,NA,NA,2017,6,30,2,"",51,100,0,0,0,2,NA,2010,5,1,2010,5,2,2,"",2,NA,NA,1,1,1,0,0,NA,2,NA,2,NA,NA,2,NA,NA,1,1,1,4,1,"Manufacture Of Promotional Products",1810,70,4980000,"Four Million Nine Hundred Eighty Thousand",2256000,1,70,1,90,100,0,0,NA,NA,NA,NA,NA,0,0,70,30,2,NA,NA,100,0,70,3,4,5,-9,1,-9,-9,50,0,100,2,3,3,1,1,1,1,2,2,3,2,4,2,1,3,NA,2,-4,2,1,3,"",1,1,3,1,1,2,"Always Incorporating New Products To The Catalog","Completely New",1,"Se Mejoraron La Calidad De La Chabloneria Lo Wue Hace Mas Perdurable Los Estampados","Mejora La Calidad Y Perdurabilidad De Los Estampados",2,NA,2,2,1,2,2,80,60,0,100,0,0,100,0,2,NA,NA,NA,NA,"",-9,1,NA,60000,1,-9,NA,3,100,60,30,0,0,70,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,3,"",2,2016,250000,24,1,2,2,1,2,2,-9,1,2e+05,2,1,NA,NA,2,-9,2,2,2,2,1,10,1,2,2,2,NA,-9,NA,1,-6,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,-9,3,12,5,7,5,1,6,0,4,3,NA,0,NA,NA,100,2,NA,NA,NA,NA,4,3,9,2646000,1762000,85000,NA,4600000,1,65,636000,2e+06,"Manager",4,1,"Partner",7,1,"",NA,NA,31,7,2017,10,11,1,4,1,NA,NA,1,2,5,1,131.703704833984,131.703704833984,131.703704833984,20
