"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a1","a12","a1a","a1c","a7","a7a","a7b","a11","a7c","a9","a20y","a20m","a20d","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","ASCn3","ASCn4","ASCn5","ASCn5b","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","ASCd5","ASCd6","ASCd7","ASCd8","ASCd9a","ASCd9b","ASCd9d","ASCd9e","ASCd9c","ASCd9f","ASCd14","ASCd15","ASCd16","ASCd17","ASCd18a","ASCd18b","ASCd18d","ASCd18e","ASCd18c","ASCd18f","d30a","d30b","ASCr1","ASCr2","ASCr7","ASCr8","ASCr111","ASCr112","ASCr11","e1","e2b","e6","e11","ASCe12","ASCe12x","ASCe13","ASCe14","e30","h1","h2","ASCh2","h3x","h4x","h5","h6x","h7x","h8","h9","ASCh10a","ASCh10b","ASCh10c","ASCh10d","ASCh10e","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","k4","n5a","ASCn6","ASCn7","n5b","k5a","k5a1","k5bc","k5bc1","k5i","k5i1","k5e","k5e1","k5f","k5f1","k5hdj","k5hdj1","k4b","n5c","n5d","k6","k7","k8","k9","ASCk8","ASCk8x","ASCk9","k10","k11","ASCk13","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","ASCk17","ASCk18","ASCk19","k20a1","ASCk22","k21","k30","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","ASCj16","ASCj17","ASCj18","ASCj19","ASCj20a","ASCj20b","ASCj20c","ASCj20d","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","ASCn8","ASCn9","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
620469,1654,1,1,1,1,2,2,22,24,1,1,2,23,6,2017,15,10,11,5,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",99,100,0,0,0,2,NA,2012,6,1,2012,20,2,-6,"Iso 9001",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,1,0,NA,1,1,0,0,1,"Manufacturing Of All Types Of Paints, Varnishes And Stains",2422,80,2200000,"Two Million Two Hundred Thousand",2700000,2,15,2,NA,100,0,0,NA,NA,NA,NA,NA,0,0,50,50,1,8,2,100,100,100,1,1,1,1,1,1,1,100,100,100,1,1,1,1,1,1,1,2,2,3,4,1,1,NA,NA,5,1,10,2,1,5,"",2,-9,3,2,NA,NA,"","",2,"","",2,NA,2,2,2,2,2,60,8,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,1,NA,2,NA,NA,1,100,100,0,0,0,100,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,2,1,2,1,50,2,NA,NA,2,NA,0,NA,2,NA,NA,1,-6,2,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,3,24,27,12,12,2,5,5,0,3,NA,0,NA,NA,100,1,100,NA,100,NA,3,3,11,224000,1310000,8500,NA,1970000,2,40,200000,200000,"General Manager",4,1,"",NA,NA,"",NA,NA,23,6,2017,15,55,2,4,1,NA,NA,1,1,1,0,68.6923065185547,68.6923065185547,68.6923065185547,1
620470,1685,1,2,3,2,2,2,22,19,1,3,3,6,7,2017,11,30,11,14,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",25,100,0,0,0,1,65,2003,60,1,2003,35,2,2,"",1,30,2,2,NA,NA,NA,NA,NA,2,NA,1,8,2,-7,NA,NA,1,1,0,1,1,"Manufacture Of Leather Footwear For Women",1920,94,2850000,"Two Million Eight Hundred And Fifty Thousand",3270000,1,3,2,NA,100,0,0,NA,NA,NA,NA,NA,0,1,40,60,1,10,2,40,0,96,3,4,4,1,1,1,3,90,50,98,3,4,4,1,1,1,1,1,2,3,2,4,3,NA,NA,3,2,4,2,2,NA,"",1,1,1,1,1,1,"Soles And High Heel Shoes","New Designs And Better Materials",2,"","",1,20000,1,2,1,2,1,65,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",1,1,NA,4000,2,NA,NA,0,90,95,85,15,0,0,0,1,120000,1,100,0,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,1,750000,0,1,1,1,1,2,"",2,2017,700000,36,1,1,2,2,2,2,900000,1,450000,2,2,1,NA,NA,NA,NA,2,1,1,3,0,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,3,1,1,1,1,2,2,2,2,2,3,4,4,130,125,100,30,8,60,32,51,18,NA,0,NA,NA,90,1,80,NA,60,NA,3,3,9,474000,341940,30000,NA,2300000,1,6,-9,1200000,"Manager",14,1,"",NA,NA,"",NA,NA,6,7,2017,12,31,1,1,1,NA,NA,3,2,1,0,9.33333301544189,9.33333301544189,9.33333301544189,40
620471,1728,1,3,2,2,1,2,22,24,1,2,3,23,8,2017,10,0,11,6,1,2,1,6,1,1,1,NA,2016,12,31,1,"",99,1,99,0,0,2,NA,1961,40,1,1961,17,2,1,"Iso 9000",1,-9,-9,1,10,-9,-9,0,NA,1,-9,2,NA,NA,-9,NA,NA,1,1,0,1,1,"Paint Making",2422,100,13000000,"Thirteen Million",1.3e+07,1,15,1,-9,100,0,0,NA,NA,NA,NA,NA,10,10,99,1,1,-9,-9,-9,-9,-9,1,3,2,1,1,1,1,-9,-9,-9,1,3,2,1,1,1,1,0,0,3,1,2,4,2,NA,NA,2,3,1,2,NA,"",2,2,0,1,1,1,"New Type Of Paintings","New Line For Interior And Exterior",1,"Purchase Of New Assets","Increase Production",1,-9,2,2,1,1,1,90,40,100,0,0,100,0,0,1,-9,1,NA,NA,"",0,1,-9,NA,2,NA,NA,0,90,90,25,25,0,50,0,1,-9,NA,NA,-9,25,NA,25,NA,0,NA,0,NA,50,NA,0,NA,1,-9,-9,1,2,1,1,11,"Citibank",2,2017,1000000,72,2,NA,NA,NA,NA,NA,NA,1,350000,-9,1,NA,NA,1,NA,1,1,1,0,1,-9,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,250,250,61,189,61,0,0,0,25,NA,30,20,6,100,1,-9,NA,99,NA,0,0,11,4369616,7279814,36294,NA,12893374,2,22,5000659,5607188,"Treasury Boss",5,2,"",NA,NA,"",NA,NA,23,8,2017,11,2,1,2,1,NA,NA,2,3,1,0,17.375,17.375,17.375,31
620472,1737,1,1,1,1,2,2,22,18,1,1,1,2,6,2017,9,3,11,1,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",94,100,0,0,0,2,NA,1986,10,1,1986,30,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,1,0,NA,1,1,0,1,1,"Jeans For Men And Women",1810,100,170000,"One Hundred And Seventy Thousand",210000,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,10,90,2,NA,NA,100,10,50,4,4,4,4,4,4,3,80,80,100,4,4,4,4,4,4,3,0,0,2,2,6,1,2,NA,NA,1,-4,2,1,5,"",1,1,4,2,NA,NA,"","",1,"Digitalization Of The Pattern And Elaboration Of Design","The New Process Is Digital Because The Patronage Of Designs Was Done By Hand",2,NA,2,2,1,2,2,40,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,2,100,100,50,0,0,50,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,600,0,1,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,2,2,4,2,30,2,NA,NA,2,NA,0,NA,2,NA,NA,1,60,2,2,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,2,10,20,6,4,3,1,2,6,3,NA,6,6,3,50,2,NA,NA,NA,NA,4,2,10,60000,90000,5400,NA,160000,1,20,7000,65000,"Administrator",9,2,"",NA,NA,"",NA,NA,2,6,2017,10,4,1,2,1,NA,NA,1,1,1,0,68.6923065185547,68.6923065185547,68.6923065185547,1
620473,1764,1,2,1,1,2,2,22,15,1,1,2,22,3,2017,10,36,11,3,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",30,100,0,0,0,1,25,2010,38,1,2010,22,2,2,"",2,NA,NA,1,0,NA,NA,NA,6000,2,NA,2,NA,NA,2,NA,NA,1,1,1,2,1,"Warner Cookies Stuffed With Flavor Creams",1541,85,870000,"Eight Hundred And Seventy Thousand",1200000,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,90,0,100,5,2,4,3,1,1,1,100,60,100,3,1,4,3,1,1,1,2,4,3,1,5,3,1,4,NA,2,1,2,2,NA,"",2,2,1,1,1,2,"100% Natural Coconut Biscuit, Chocolate And Peanut With Cinnamon","Completely New",1,"Use Of 100% Natural Products","Completely New",1,40000,2,2,2,2,2,30,40,0,100,0,0,100,0,2,NA,NA,NA,NA,"",4,1,NA,1000,2,NA,NA,1,100,100,0,40,0,50,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,180000,0,1,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,-6,2,1,4,1,40,2,NA,NA,1,0,0,NA,2,NA,NA,2,NA,NA,1,1,1,1,2,1,2,1,4,-9,4,4,1,1,35,58,19,16,19,0,0,11,10,NA,0,NA,NA,100,2,NA,NA,NA,NA,4,3,3,86350,560000,14516,NA,687460,1,15,1200000,2000000,"Administrative Manager",5,2,"",NA,NA,"",NA,NA,22,3,2017,11,31,2,2,1,NA,NA,1,2,1,0,33.0833320617676,33.0833320617676,33.0833320617676,7
620474,1800,1,2,2,2,1,2,22,15,1,2,3,1,9,2017,15,24,11,8,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",99,100,0,0,0,2,NA,2006,30,1,2006,11,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,1,2,2,2,1,"Fresh Pasta Made From Wheat Flour",1531,100,5820193,"Five Million Eight Hundred And Twenty Thousand One Hundred And Ninety-Three",2907056,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,100,0,100,1,4,4,1,1,1,1,100,0,100,3,3,3,1,1,1,1,2,0,2,1,2,3,NA,NA,5,2,3,2,1,5,"",1,1,3,2,NA,NA,"","",1,"General Control In The Quality Of Products With Weight, Dimensions","Have A More Systematic Process That Makes Their Weight Accurate, Fresh And Obviously Sealed Suitable Packaging And Adequate Stacking",1,10000,2,2,2,1,2,65,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,6000,2,NA,NA,1,60,50,20,20,0,60,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,6,"",2,2016,20000,48,1,2,1,2,2,2,-9,3,45000,2,1,NA,NA,1,NA,1,2,2,1,3,0,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,100,50,40,60,30,10,0,2,14,NA,0,NA,NA,100,1,100,NA,100,NA,1,2,12,372629,3832978,8957,NA,4573791,1,77,783527,800000,"Financial Manager",3,1,"",NA,NA,"",NA,NA,1,9,2017,16,27,1,1,1,NA,NA,2,2,1,0,35,35,35,25
620475,1807,1,1,2,2,1,2,22,52,2,2,1,7,6,2017,8,59,11,11,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",90,100,0,0,0,1,10,2007,1,1,2007,20,1,2,"",2,NA,NA,1,2,2,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,3,4,2,"Marketing Of Dental Products",5231,100,360000,"Three Hundred And Sixty Thousand",4e+05,1,1,3,NA,100,0,0,NA,NA,NA,NA,NA,20,0,0,100,1,3,2,50,0,100,1,4,1,1,1,1,1,50,0,100,1,4,1,1,1,1,1,0,1,2,4,1,1,NA,NA,4,NA,NA,NA,2,NA,"",2,2,0,1,2,1,"Ionomer","Completely New",2,"","",2,NA,2,2,2,2,2,NA,NA,0,100,0,0,100,0,2,NA,NA,32,3,"",0,1,1,NA,2,NA,NA,0,0,0,100,0,0,0,0,1,40000,2,NA,10000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,1,"",2,2017,30000,12,2,NA,NA,NA,NA,NA,NA,1,3000,2,2,1,NA,NA,NA,NA,2,2,0,1,0,2,NA,NA,2,NA,0,NA,1,60,2,1,-6,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,100,2,NA,NA,NA,NA,0,0,3,65000,NA,1056,100000,NA,NA,NA,NA,NA,"Owner",7,1,"",NA,NA,"",NA,NA,7,6,2017,9,56,3,3,1,NA,NA,2,1,1,0,87.3333358764648,87.3333358764648,87.3333358764648,19
620476,1820,1,2,1,1,2,2,22,51,3,1,2,10,5,2017,15,57,11,4,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",60,100,0,0,0,2,NA,2003,8,1,2003,20,2,2,"",2,NA,NA,1,1,2,0,-9,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,4,3,3,"Wholesale Of Promotional Products",5190,30,2400000,"Two Million Four Hundred Thousand",2200000,1,4,3,NA,90,0,10,NA,NA,NA,NA,2014,0,8,60,40,1,15,2,40,0,98,3,3,4,5,1,1,1,40,40,90,2,2,2,2,1,1,1,3,2,3,2,4,4,1,4,NA,NA,NA,NA,1,5,"",-9,-9,2,1,2,1,"Plastic Bags Of The Size And Color Required By The Customer","By Size, Color And Thickness",2,"","",1,5000,1,1,1,2,2,NA,NA,0,100,0,0,100,0,1,300,2,NA,NA,"",0,1,NA,3000,2,NA,NA,1,90,90,0,50,20,30,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,0,1,1,1,1,6,"",2,2014,150000,60,1,2,1,2,1,2,400000,1,-9,2,1,NA,NA,1,NA,1,2,2,2,1,1,1,1,2,1,0,-9,NA,2,NA,NA,2,NA,NA,1,2,1,1,1,1,1,2,2,1,1,3,3,0,24,30,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,100,1,NA,NA,NA,NA,1,1,7,376000,NA,5900,NA,NA,NA,NA,NA,NA,"Manager",5,1,"",NA,NA,"",NA,NA,10,5,2017,17,18,1,1,1,NA,NA,1,2,1,0,33.0833320617676,33.0833320617676,33.0833320617676,7
620477,1826,1,3,1,1,2,3,22,35,1,1,3,17,5,2017,16,55,11,9,1,2,1,30,2,NA,NA,1,2016,12,31,2,"",50,100,0,0,0,2,NA,1994,45,1,-9,1,2,1,"Iso 9002",2,NA,NA,1,1,0,0,NA,5000,2,NA,2,NA,NA,2,NA,NA,1,1,0,2,1,"Manufacture Of Motorcycles",3591,75,6000000,"Six Million",2.2e+07,1,40,3,NA,100,0,0,NA,NA,NA,NA,NA,0,0,80,20,1,10,1,20,100,60,3,2,3,1,1,1,1,5,25,20,2,2,3,3,2,1,4,1,3,3,3,4,3,NA,NA,2,2,10,1,1,5,"",1,1,3,1,1,2,"New Models Of Motorcycles","More Cylinders And More Power. Better Design And Better Comfort",1,"Small And Confortable Motorcycle Model","More Power Than Other Motorcycles",1,25,1,1,1,1,1,40,40,10,90,0,10,90,0,2,NA,NA,NA,NA,"",2,1,NA,10000,1,NA,25000,1,70,100,0,0,80,20,0,1,100000,2,NA,80000,0,NA,80,NA,0,NA,0,NA,20,NA,0,NA,1,40000,400000,1,1,1,1,5,"",2,2016,1500000,12,1,1,2,2,2,2,2000000,1,1500000,2,1,NA,NA,1,NA,1,2,1,2,1,20,2,NA,NA,2,NA,0,NA,1,180,2,1,30,2,1,3,1,1,2,2,2,1,3,4,3,4,1,2,120,152,8,-9,4,4,-9,0,-9,NA,0,NA,NA,90,1,100,NA,100,NA,4,1,7,400555,1000000,100369,NA,20000000,2,20,-9,100000,"General Manager",13,1,"",NA,NA,"",NA,NA,29,5,2017,8,4,1,1,1,NA,NA,1,3,1,0,21.1199989318848,21.1199989318848,21.1199989318848,13
620478,1840,1,3,3,2,2,2,22,17,1,3,3,14,6,2017,15,30,11,1,1,2,1,30,1,2,NA,NA,2016,12,31,2,"",57,100,0,0,0,1,21,1935,7,2,1941,67,2,-6,"Iso 22000",2,NA,NA,1,0,NA,NA,NA,7000,1,-9,2,NA,NA,2,NA,NA,1,1,1,1,1,"The Company Has Two Main Products The First Thin Fabric, Ribbons, Laces, Yarn And The Second Line Are The Production Of Clothing",1711,72,12700000,"Twelve Million Seven Hundred Thousand",14127236,3,NA,NA,NA,98,0,2,12,2,0,0,2001,0,0,8,92,1,12,2,100,0,95,2,5,5,1,1,1,1,46,10,90,2,5,5,1,1,1,2,2,2,3,3,6,4,NA,NA,5,2,6,1,1,5,"",1,1,4,1,1,1,"Collections Of Clothes That Are Set Of Garments That Add Lace And Other","The Garments Were Made As Individual Garments But Now Are Designed As A Collection Of Clothes",1,"Improvement In The Process Of Cutting Fabrics As It Is Now Done Under The Design And Care Of Software","The New Process Is Automatic And Optimizes Time And Resources In Cutting Fabrics",1,8800,1,1,1,1,2,86,84,100,0,0,100,0,0,2,NA,NA,NA,NA,"",4,1,NA,65400,2,NA,NA,1,70,43,70,8,0,20,2,1,300000,1,6,100000,30,NA,70,NA,0,NA,0,NA,0,NA,0,NA,1,130000,0,1,1,1,1,6,"",2,2015,900000,36,1,1,2,2,2,2,3800000,5,1450000,2,1,NA,NA,2,2,1,2,1,2,1,70,2,NA,NA,2,NA,0,NA,1,5,2,1,5,2,1,3,1,1,1,1,1,1,4,4,2,4,4,4,667,784,394,273,20,315,59,276,164,NA,32,26,3,98,1,70,NA,60,NA,4,4,12,5813008,2294171,319566,NA,9880797,1,4,3356217,5736462,"Financial Manager",10,1,"",NA,NA,"",NA,NA,14,6,2017,17,27,1,4,1,NA,NA,3,3,1,0,3.87499976158142,3.87499976158142,3.87499976158142,44
620479,1857,1,2,1,1,2,2,22,15,1,1,2,16,8,2017,10,18,11,9,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",99,100,0,0,0,2,NA,1963,10,1,1963,25,2,2,"",2,NA,NA,1,3,2,0,1,NA,1,2,2,NA,NA,2,NA,NA,1,1,1,1,1,"Roasted And Ground Coffee",1549,60,4000000,"Four Million",3e+06,1,10,1,16,99,1,0,NA,NA,NA,NA,2000,0,1,98,2,1,60,1,100,5,90,3,2,2,1,1,2,2,100,1,98,2,3,4,2,1,2,2,0,1,3,2,4,4,1,4,NA,2,60,2,1,3,"",1,1,2,1,1,1,"Vendic Products For Automatic Coffee Vending Machines","To Accompany Moments Similar And Not The Same",1,"Changes From A Central Distributor To Sector Distributors","Before It Was Concentrated It In A Single Major Distributor And Today There Are 20 Major Distributors",2,NA,1,1,2,1,1,50,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",2,1,1,NA,2,NA,NA,1,90,90,50,10,0,40,0,1,1240000,1,100,10000,20,NA,80,NA,0,NA,0,NA,0,NA,0,NA,1,60000,5000,1,1,1,1,6,"",2,2016,500000,36,1,1,1,2,1,2,1000000,2,700000,2,1,NA,NA,1,NA,1,2,1,2,1,10,2,NA,NA,2,NA,NA,10000,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,3,1,50,45,30,20,2,28,0,24,10,NA,5,5,4,100,1,100,NA,100,NA,2,1,12,400000,2050000,16000,NA,3680000,1,5,2000000,3000000,"Manager",22,1,"",NA,NA,"",NA,NA,16,8,2017,11,13,1,1,1,NA,NA,1,2,1,0,33.0833320617676,33.0833320617676,33.0833320617676,7
620480,1863,1,3,1,1,2,2,22,19,1,1,3,15,8,2017,9,56,11,5,1,2,2,NA,NA,NA,NA,NA,2016,12,31,5,"",85,100,0,0,0,1,15,1982,-9,1,1982,43,2,2,"",2,NA,NA,1,1,0,1,0,NA,1,1,2,NA,NA,1,0,NA,1,1,3,2,1,"Footwear For Men",1920,35,2700000,"Two Million Seven Hundred Thousand",2900000,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,90,10,2,NA,NA,100,70,80,3,4,4,1,1,1,1,100,100,95,2,4,4,2,1,1,2,0,2,2,1,6,2,NA,NA,2,2,-4,1,1,5,"",2,2,2,1,1,1,"Shoes For Most Contemporary Young People","Completely New",2,"","",2,NA,2,1,1,1,1,65,60,90,10,0,90,10,0,2,NA,NA,NA,NA,"",0,1,NA,16000,2,NA,NA,0,99,99,0,60,10,25,5,1,150000,1,80,0,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,1,30000,0,1,2,1,1,11,"Banco Capital",2,2017,250000,24,1,1,2,2,2,2,3000000,2,350000,2,1,NA,NA,2,1,1,2,1,2,1,0,1,2,2,1,10,0,NA,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,2,3,3,2,4,3,0,104,90,70,34,35,20,15,42,15,NA,15,10,2,50,1,100,NA,100,NA,3,2,10,350000,1250000,20000,NA,1900000,2,10,1600000,2000000,"Accountant",2,1,"",NA,NA,"",NA,NA,15,8,2017,10,50,1,1,1,NA,NA,1,3,1,0,21.1199989318848,21.1199989318848,21.1199989318848,13
620481,1932,1,3,1,1,2,2,22,51,3,1,3,12,5,2017,9,4,11,3,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",46,100,0,0,0,1,3,2010,60,1,2010,7,2,1,"Ifs (International Featured Standards)",2,NA,NA,1,1,5,0,NA,2000,1,1,2,NA,NA,NA,NA,NA,1,1,1,1,3,"Sale Of Canned Palm Hearts",5122,95,4200000,"Four Million Two Hundred Thousand",4500000,2,30,2,NA,0,0,100,NA,NA,NA,NA,2010,0,3,70,30,1,-9,2,100,10,100,3,2,1,1,1,1,1,100,20,100,3,5,4,3,1,1,1,2,2,3,3,6,4,NA,NA,5,NA,NA,NA,2,NA,"",2,-9,0,1,1,2,"Organic Palm","Now It'S Organic",2,"","",1,10000,2,2,2,2,2,NA,NA,90,10,0,100,0,0,1,-6,-9,NA,NA,"",2,1,NA,24000,2,NA,NA,1,100,100,0,100,0,0,0,1,50000,1,50,0,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,1,250000,250000,1,1,1,2,11,"CorporaciÛN Financiera Nacional",1,2015,800000,84,1,1,1,1,2,2,1000000,3,800000,2,1,NA,NA,2,7,-6,2,1,2,2,30,2,NA,NA,2,NA,0,NA,1,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,108,130,NA,NA,NA,NA,NA,NA,NA,54,0,NA,NA,50,1,NA,NA,NA,NA,4,3,13,800000,NA,18000,NA,NA,NA,NA,NA,NA,"General Manager",7,1,"",NA,NA,"",NA,NA,12,5,2017,9,41,3,3,1,NA,NA,1,3,1,0,21.1199989318848,21.1199989318848,21.1199989318848,13
620482,2002,1,2,1,1,2,2,22,37,1,1,2,2,6,2017,10,1,11,5,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",55,100,0,0,0,1,27,2011,4,1,2011,18,2,-6,"Iso 9001",2,NA,NA,1,1,0,0,NA,1000,2,NA,2,NA,NA,1,0,NA,1,1,0,1,1,"Cardboards Tubes",3720,60,1814348,"One Million Eight Hundred And Fourteen Thousand Three Hundred And Forty-Eight",1600000,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,70,30,1,8,2,100,10,100,3,1,1,1,1,1,2,100,10,90,2,4,4,1,1,1,2,0,0,3,4,6,1,2,NA,NA,1,5,2,2,NA,"",1,1,2,1,1,1,"A 100% Ecological Cylindrical Pack Bended Points","It Is 100% Recycled Today",1,"Induction Of New Personnel Between Procedures For Machines","Before Not Emitting Quality Processes",1,30000,1,1,1,1,1,60,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,0,99,99,10,90,0,0,0,1,50000,2,NA,0,10,NA,90,NA,0,NA,0,NA,0,NA,0,NA,1,120000,120000,1,1,1,1,6,"",2,2017,16000,24,1,1,2,2,2,2,52000,2,73000,2,2,1,NA,NA,NA,NA,2,2,1,4,25,1,1,2,2,NA,0,NA,2,NA,NA,1,8,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,38,36,26,12,16,5,5,4,3,NA,0,NA,NA,60,1,100,NA,80,NA,1,2,11,373575,1102029,8866,NA,1636470,3,NA,324000,300000,"General Manager",5,1,"",NA,NA,"",NA,NA,2,6,2017,11,15,1,2,1,NA,NA,1,2,1,0,33.0833320617676,33.0833320617676,33.0833320617676,7
620483,2072,1,1,1,1,2,2,22,15,1,1,1,12,6,2017,9,18,11,5,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",60,100,0,0,0,1,3,2013,2,1,2013,43,2,2,"",1,90,2,1,1,0,1,-9,NA,2,NA,2,NA,NA,2,NA,NA,1,1,2,2,1,"Manufacture Of Fresh Cheese",1520,70,379495,"Three Hundred Seventy-Nine Thousand, Four Hundred Ninety-Five",278814,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,2,100,0,NA,NA,NA,100,0,95,1,4,4,1,1,1,1,100,100,100,1,4,4,1,1,1,1,3,0,3,2,6,3,NA,NA,5,2,-4,2,1,5,"",-9,-9,3,1,1,1,"Yogurt Various Flavors","No Yogurt Produced",1,"Formulation Of Conservants To Make It More Durable","Completely New",1,10000,2,2,1,2,2,25,160,100,0,0,100,0,0,1,-9,2,NA,NA,"",0,1,NA,2500,2,NA,NA,1,0,0,100,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,400000,1300000,1,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,2,2,1,1,8,1,2,2,2,NA,0,NA,2,NA,NA,1,30,2,2,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,0,0,11,3,9,2,1,8,0,3,2,NA,0,NA,NA,100,1,100,NA,100,NA,0,0,12,84176,145284,2316,NA,374425,3,NA,220000,204391,"General Manager",1,1,"",NA,NA,"",NA,NA,12,6,2017,10,25,2,4,1,NA,NA,1,1,1,0,68.6923065185547,68.6923065185547,68.6923065185547,1
