"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a1","a12","a1a","a1c","a7","a7a","a7b","a11","a7c","a9","a20y","a20m","a20d","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","ASCn3","ASCn4","ASCn5","ASCn5b","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","ASCd5","ASCd6","ASCd7","ASCd8","ASCd9a","ASCd9b","ASCd9d","ASCd9e","ASCd9c","ASCd9f","ASCd14","ASCd15","ASCd16","ASCd17","ASCd18a","ASCd18b","ASCd18d","ASCd18e","ASCd18c","ASCd18f","d30a","d30b","ASCr1","ASCr2","ASCr7","ASCr8","ASCr111","ASCr112","ASCr11","e1","e2b","e6","e11","ASCe12","ASCe12x","ASCe13","ASCe14","e30","h1","h2","ASCh2","h3x","h4x","h5","h6x","h7x","h8","h9","ASCh10a","ASCh10b","ASCh10c","ASCh10d","ASCh10e","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","k4","n5a","ASCn6","ASCn7","n5b","k5a","k5a1","k5bc","k5bc1","k5i","k5i1","k5e","k5e1","k5f","k5f1","k5hdj","k5hdj1","k4b","n5c","n5d","k6","k7","k8","k9","ASCk8","ASCk8x","ASCk9","k10","k11","ASCk13","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","ASCk17","ASCk18","ASCk19","k20a1","ASCk22","k21","k30","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","ASCj16","ASCj17","ASCj18","ASCj19","ASCj20a","ASCj20b","ASCj20c","ASCj20d","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","ASCn8","ASCn9","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
623613,355,3,1,1,1,1,2,72231245,24,1,1,2,29,11,2017,11,25,7,2,1,2,2,NA,NA,NA,NA,NA,2016,12,31,3,"",100,100,0,0,0,2,NA,1992,1,1,1992,47,2,2,"",2,NA,NA,1,0,NA,NA,NA,2000,2,NA,2,NA,NA,2,NA,NA,1,1,1,1,1,"Manufacture Of Supplies For Crafts Such As Putties For Cold Ceramics",2411,30,2032000,"Two Million, Thirty-Two Thousand",1955000,3,NA,NA,NA,95,5,0,NA,NA,NA,NA,2014,0,2,50,50,2,NA,NA,90,0,95,1,4,4,1,1,1,1,80,40,95,3,4,4,2,1,1,2,2,-7,3,4,3,1,2,NA,NA,2,1,2,1,3,"",1,1,2,1,1,1,"Self-Supply Of Aqueous Dispersions","Brand New",2,"","",1,50000,2,2,1,1,2,90,48,100,0,0,100,0,0,2,NA,NA,NA,NA,"",3,1,1,NA,2,NA,NA,3,80,60,20,20,0,60,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,"",2,2017,320000,144,1,2,2,2,2,1,6500000,1,290000,2,2,1,NA,NA,NA,NA,2,2,1,1,20,2,NA,NA,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,2,20,16,15,5,0,3,12,0,4,NA,0,NA,NA,100,2,NA,NA,NA,NA,3,1,4,150000,900000,10000,NA,1500000,3,NA,30000,150000,"General Manager",25,1,"Manager Assistant",15,2,"",NA,NA,29,11,2017,12,25,1,1,2,NA,NA,1,1,3,1,5.06772184371948,7.28896617889404,11.2251615524292,6
623614,358,3,2,1,1,1,2,42984798,28,1,1,2,20,4,2017,15,43,7,3,1,2,1,3,1,1,1,NA,2016,12,31,5,"",60,100,0,0,0,2,NA,1987,8,2,1988,35,2,2,"",2,NA,NA,-9,NA,NA,NA,NA,NA,1,5,2,NA,NA,2,NA,NA,1,1,3,3,1,"Metal Structures, Metal Products",2811,100,1.5e+07,"Fifteen Million",1.7e+07,2,30,2,NA,100,0,0,NA,NA,NA,NA,NA,0,0,60,40,1,5,2,-9,10,70,3,3,3,2,1,1,1,20,100,90,3,3,3,2,1,1,1,3,2,3,1,4,3,NA,NA,5,2,10,2,1,5,"",-9,-9,2,2,NA,NA,"","",1,"Shot Blasting Of Beams","Polishing The Metal With Grit And A Special Machine",2,NA,2,2,2,2,2,50,48,100,0,0,100,0,0,1,365,1,NA,NA,"",2,1,1,NA,2,NA,NA,3,80,50,0,0,0,100,0,1,100000,1,80,6000000,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,1,80000,0,1,1,1,1,2,"",2,2016,6000000,84,1,1,2,2,2,2,6e+06,8,3200000,2,1,NA,NA,1,NA,1,1,2,1,1,30,1,3,2,2,NA,0,NA,2,NA,NA,1,365,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,3,80,62,60,20,10,40,10,0,1,NA,5,0,3,100,1,20,NA,10,NA,3,2,4,2000000,8000000,100000,NA,10100000,3,NA,7400000,10000000,"Administrative Manager",15,1,"",NA,NA,"",NA,NA,20,4,2017,16,24,1,2,1,NA,NA,1,2,3,1,2.35188674926758,2.80768179893494,2.74330949783325,16
623615,366,4,1,1,1,1,2,70799516,52,2,1,1,11,4,2017,14,44,7,8,1,2,2,NA,NA,NA,NA,NA,2016,12,30,2,"",60,100,0,0,0,1,20,1996,15,1,1996,50,2,2,"",2,NA,NA,1,0,NA,NA,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,2,3,2,"Materials For Jewelery Industry",5239,100,1742615,"One Million, Seven Hundred Forty-Two Thousand, Six Hundred Fifteen",1951277,3,NA,NA,NA,98,0,2,NA,NA,NA,NA,1998,0,0,10,90,1,15,2,90,1,99,2,4,4,3,1,1,2,99,20,96,2,5,5,1,1,1,1,3,4,3,4,4,4,2,NA,NA,NA,NA,NA,1,3,"",1,1,4,1,1,1,"Glass Beads For Jewelery","They Were Similar But In Basic Colors And Different Texture",2,"","",2,NA,2,2,1,2,2,NA,NA,100,0,0,100,0,0,2,NA,NA,70,3,"",2,1,2,NA,2,NA,NA,3,0,30,100,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,"",2,2010,50000,-9,2,NA,NA,NA,NA,NA,NA,1,50000,2,2,1,NA,NA,NA,NA,2,2,2,1,5,2,NA,NA,2,NA,NA,2000,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,3,17,19,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,80,2,NA,NA,NA,NA,2,2,12,88173,NA,2500,440000,NA,NA,NA,NA,NA,"Administrator",22,2,"",NA,NA,"",NA,NA,11,4,2017,15,30,1,1,1,NA,NA,1,1,4,1,1.04351365566254,1,1.10407423973083,8
623616,367,3,3,1,1,1,2,43591067,24,1,1,3,6,4,2017,9,37,7,8,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",36,100,0,0,0,1,37,1963,-9,1,1963,25,2,1,"Iso 14001, Ohsas 18001",2,NA,NA,1,0,NA,NA,0,NA,1,5,2,NA,NA,2,NA,NA,1,1,0,1,1,"Agrochemicals (Typhoon)",2421,100,113063444,"One Hundred Thirteen Million, Sixty-Three Thousand, Four Hundred Forty-Four",79800000,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,2,0,40,60,1,8,-9,60,100,90,2,4,4,2,1,1,1,100,0,95,2,5,3,2,3,1,2,2,2,3,2,4,4,1,4,NA,2,10,2,1,1,"",1,1,1,1,1,1,"Acquisition Of Molecules To Make New Agrochemical Products And Bring Transgenic Corn Seeds, Which Guarantee A Better Size And Works Better For The Farmer","Previously The Seed Did Not Have The Necessary Effectiveness, Instead Now The Effects Have Improved For The Competitiveness",1,"They Have Improved The Processes Of Packing And Tranfering Of Products Through The Acquisition Of Much Bigger And Sophisticated Machinery That Allows A Better Competitiveness, Shortening The Time Of Production","Previously The Machinery Was More Obsolete And Now They Have Improved The Packaging And The Transference Of Products, And Have Reduced The Time Of The Process",1,280000,2,1,1,1,1,100,132,100,0,0,23,77,0,1,30,2,NA,NA,"",1,1,NA,95000,1,NA,235000,1,100,95,15,35,0,50,0,1,1592000,1,15,606000,40,NA,60,NA,0,NA,0,NA,0,NA,0,NA,1,892000,0,1,1,1,1,1,"",2,2015,10000000,6,2,NA,NA,NA,NA,NA,NA,4,2e+08,2,1,NA,NA,2,7,1,1,1,1,3,5,1,1,2,1,0,0,NA,-9,NA,NA,2,NA,NA,1,3,1,1,1,1,1,1,2,1,2,1,2,1,214,143,90,124,8,82,0,2,34,NA,25,0,3,100,1,80,NA,50,NA,1,1,3,1952000,61828000,360000,NA,64140000,1,30,1706000,3000000,"Finance Manager",1,1,"",NA,NA,"",NA,NA,6,4,2017,10,54,1,1,1,NA,NA,1,3,3,1,2.25806713104248,1.94004833698273,3.02397656440735,26
623617,369,3,1,1,1,1,2,70799516,31,1,1,1,7,4,2017,9,19,7,1,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",86,100,0,0,0,2,NA,2000,3,1,2000,18,2,1,"Iso 9001",2,NA,NA,1,1,4,0,-9,NA,2,NA,2,NA,NA,-7,NA,NA,1,1,4,3,1,"Electronic Biometric Devices For Assistance Control",3190,90,826855,"Eight Hundred Twenty-Six Thousand, Eight Hundred Fifty-Five",537454,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,10,90,1,10,2,90,5,98,2,2,1,1,1,1,1,20,20,90,2,2,2,1,1,1,1,3,2,2,1,3,2,NA,NA,5,1,4,1,1,5,"",2,-9,1,1,1,1,"The Attendance Control Team Improved With Gprs Communication","The Data Transmission Is Via Internet The Previous One Was With Cable",2,"","",1,27700,1,2,2,2,2,95,48,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,1,NA,2,NA,NA,3,90,50,0,15,0,0,85,1,26000,2,NA,0,0,NA,17,NA,80,NA,0,NA,3,NA,0,NA,2,NA,NA,1,2,1,1,3,"",2,2016,48900,12,2,NA,NA,NA,NA,NA,NA,1,48900,1,1,NA,NA,2,1,1,1,2,2,2,5,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14,10,2,12,1,1,0,0,5,NA,1,0,2,100,1,50,NA,60,NA,0,3,8,20300,333385,7981,NA,361718,1,20,-9,-9,"General Manager",17,1,"Sales Manager",5,1,"",NA,NA,7,4,2017,10,51,1,2,2,NA,NA,1,1,3,1,99.7377853393555,117.506690979004,171.265991210938,6
623618,370,2,1,1,1,1,2,70799516,18,1,1,1,19,4,2017,15,28,7,8,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",98,100,0,0,0,2,NA,2002,3,2,2002,36,2,2,"",2,NA,NA,1,0,NA,NA,0,NA,2,NA,2,NA,NA,2,NA,NA,1,2,0,0,1,"Garments In Alpaca (Fabric, Leather, Fabric, Skin-Fabric Mix)",1820,100,760000,"Seven Hundred Sixty Thousand",670000,1,3,1,5,0,20,80,2,2,0,0,2002,-7,NA,98,2,1,10,2,100,10,80,3,4,4,1,1,1,1,100,100,95,1,4,4,1,1,1,1,1,2,2,2,4,4,2,NA,NA,3,NA,2,1,1,"",1,1,2,1,1,1,"Is A Leather Edge For A Hood For Very Low Temperatures That Conform To The Jackets, Are Waterproof And With Goose Feathers, Have Eyelets To Adapt To The Jackets, These Are Sent To China","The Edges Were Sewn Directly To The Jackets",1,"They Used To Work On The The Complete Tanned Alpaca Skins. Now They Design Directly On The Cloth And Afterwards They Are Dyed And Then Used. Now They Shorten The Processes, They Work A Lot With Fashion.","Previously The Skin Was First Dyed, Then They Already Had The Product That Was Previously Prepared, Shortening The Process",2,NA,2,2,1,2,2,85,45,0,100,0,0,100,0,2,NA,NA,NA,NA,"",4,1,NA,20000,2,NA,NA,2,30,50,30,0,0,70,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,2,NA,NA,NA,2,2,4,1,0,1,1,2,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,0,11,11,7,4,7,0,0,2,2,NA,1,0,9,100,2,NA,NA,NA,NA,1,1,4,250000,280000,5000,NA,670000,3,NA,0,180000,"General Manager",36,1,"",NA,NA,"",NA,NA,19,4,2017,16,49,1,4,1,NA,NA,1,1,2,1,5.76973724365234,8.13170433044434,12.920205116272,4
623619,372,4,2,1,1,1,2,70799516,51,3,1,3,17,3,2017,16,37,7,1,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",70,100,0,0,0,1,2,1999,80,1,1999,25,2,1,"Iso 9001",2,NA,NA,1,0,NA,NA,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,0,0,3,"Glass Manufacture",5143,60,118263344,"One Hundred Eighteen Million, Two Hundred Sixty-Three Thousand, Three Hundred Forty-Four",101452642,1,25,2,NA,100,0,0,NA,NA,NA,NA,NA,0,15,30,70,2,NA,NA,60,10,100,1,3,4,4,1,1,1,80,0,90,1,5,5,3,1,1,1,0,0,4,4,3,1,NA,NA,1,NA,NA,NA,2,NA,"",2,1,2,2,NA,NA,"","",1,"Improvements In Logistics Have Sought Better Providers That Are Not Excessive In The Collection Of Their Services","Brand New",2,NA,1,2,2,2,2,NA,NA,30,70,0,0,100,0,2,NA,NA,NA,NA,"",0,1,10,NA,2,NA,NA,4,30,40,100,0,0,0,0,1,597345,2,NA,911031,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1078886,600000,1,1,1,1,2,"",2,2016,500000,1,2,NA,NA,NA,NA,NA,NA,1,450000,2,2,1,NA,NA,NA,NA,2,2,2,1,40,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,0,0,215,179,NA,NA,NA,NA,NA,NA,NA,-9,77,-9,6,100,1,NA,NA,NA,NA,0,2,12,6386731,NA,127748,NA,NA,NA,NA,NA,NA,"General Accountant",20,1,"",NA,NA,"",NA,NA,17,3,2017,17,52,1,1,1,NA,NA,1,2,4,1,1.07209992408752,1.14046466350555,1,18
623620,374,3,2,1,1,1,2,7707039,28,1,1,1,1,2,2018,11,1,7,3,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",50,100,0,0,0,2,NA,2003,20,1,2003,40,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,1,1,0,2,1,"Metal Structures For Construction (Roofs, Industrial Buildings, Ports And Heliports)",2811,60,4e+06,"Four Millions",7e+06,2,20,2,NA,100,0,0,NA,NA,NA,NA,NA,0,0,20,80,2,NA,NA,100,0,100,1,4,4,1,1,1,1,100,100,100,2,4,4,1,1,1,1,1,0,3,2,6,1,NA,NA,5,2,10,2,2,NA,"",2,1,0,1,1,1,"Design Of New Anchoring Systems And New Paint Systems","Improvements In The Production And Installation Of Structures",1,"Logistics For Labeling For The Best Assembly Of The Structure","Improvement To Identify The Pieces To Be Assembled",1,40000,2,2,2,2,2,70,48,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,3,80,100,50,50,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1000000,0,1,1,1,1,2,"",2,2013,300000,12,1,1,2,2,2,2,3e+06,1,1e+05,2,2,1,NA,NA,NA,NA,2,2,2,2,10,1,2,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,17,90,9,8,9,0,0,0,3,NA,40,0,2,100,2,NA,NA,NA,NA,2,0,4,1500000,1500000,50000,NA,3200000,2,40,2e+06,1000000,"Administrator",20,1,"",NA,NA,"",NA,NA,1,2,2018,11,46,1,1,1,NA,NA,1,2,3,1,7.37582683563232,9.29725360870361,14.125319480896,16
623621,380,3,2,1,1,1,2,7707039,25,1,1,2,18,1,2018,10,13,7,8,1,2,2,NA,NA,NA,NA,NA,2017,12,31,2,"",40,100,0,0,0,2,NA,1979,5,1,1979,45,2,1,"Iso 9001",2,NA,NA,1,0,NA,NA,2,NA,2,NA,2,NA,NA,2,NA,NA,1,2,2,2,1,"Bathroom Accessories",2520,80,4104000,"Four Million, One Hundred Four Thousand",3726000,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,0,30,70,2,NA,NA,100,10,90,3,4,4,1,1,1,1,99,20,80,2,4,4,3,1,2,2,2,2,2,3,4,2,2,NA,NA,2,-4,2,1,3,"",-9,-9,3,1,1,1,"New Accessories For The Sanitary Tank, Which Have Been Adapted To Market Trends In Terms Of Variety And Consumption Regulation","Other Old Models With Different Characteristics, They Were Not Savers",2,"","",1,100000,2,1,1,1,2,80,144,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,85000,2,NA,NA,2,95,80,10,60,0,30,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,"",2,2014,1217000,84,1,1,2,2,2,1,1200000,4,6e+05,1,1,NA,NA,1,NA,1,2,2,1,2,17,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,2,60,60,40,20,8,10,22,12,8,NA,0,NA,NA,97,1,20,NA,10,NA,3,3,10,1241000,1100000,92000,NA,2433000,3,NA,1827000,-9,"Manager Of Administration And Finance",25,2,"",NA,NA,"",NA,NA,18,1,2018,11,6,1,4,1,NA,NA,1,2,3,1,3.05845546722412,3.59062600135803,3.50830292701721,16
623622,385,1,2,1,1,1,2,7707039,15,1,1,2,8,2,2018,17,10,7,1,1,2,2,NA,NA,NA,NA,NA,2017,12,31,2,"",25,100,0,0,0,1,30,1989,4,1,1989,48,2,2,"",2,NA,NA,1,1,0,30,-9,NA,2,NA,2,NA,NA,2,NA,NA,1,1,0,0,1,"Sauces And Condiments (Grounded Garlic)",1549,12,1e+07,"Ten Million",9500000,3,NA,NA,NA,95,5,0,NA,NA,NA,NA,2004,0,0,90,10,1,5,2,100,0,85,1,3,4,2,1,1,2,100,20,95,2,3,3,2,1,1,1,2,1,3,2,3,2,NA,NA,1,1,8,2,1,3,"",1,1,3,1,2,1,"Special Sauce Of Mild Chili","Brand New",1,"Production Process Autoclave Was Installed To Make Vacuum Packaging","It Is A Process That Gives Greater Security In The Packaging And Speed In The Packaging Process",2,NA,2,2,1,2,2,70,50,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,-9,NA,1,NA,50000,1,80,80,5,15,0,80,0,1,200000,2,NA,0,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,1,400000,0,1,1,1,1,1,"",2,2017,680000,4,2,NA,NA,NA,NA,NA,NA,4,1e+06,2,1,NA,NA,2,1,1,1,2,2,1,1,1,4,-9,2,NA,0,NA,1,15,2,1,90,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,3,40,40,25,15,2,3,20,18,8,NA,5,5,4,90,1,100,NA,50,NA,2,2,13,2000000,5000000,50000,NA,7700000,1,6,-9,5000000,"Commercial Manager",25,1,"",NA,NA,"",NA,NA,8,2,2018,18,6,1,2,1,NA,NA,1,2,1,1,3.86349129676819,4.33652257919312,4.28076171875,12
623623,386,1,3,1,1,1,2,42984798,15,1,1,3,25,4,2017,17,15,7,3,1,2,1,20,1,2,NA,NA,2016,12,31,1,"",99,0,100,0,0,2,NA,1988,20,1,1988,30,2,1,"Iso 9001, Jap",1,-9,2,2,NA,NA,NA,NA,NA,2,NA,-9,NA,NA,2,NA,NA,1,1,3,2,1,"Preparation Of Non-Alcoholic Beverages",1554,100,1e+09,"One Billion",9.5e+08,3,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,0,1,40,60,1,60,2,80,10,90,1,3,3,1,1,1,2,95,0,95,1,2,3,1,1,1,1,3,1,2,3,3,2,2,NA,NA,2,4,2,1,3,"",2,2,1,1,1,2,"Non-Alcoholic Drinks","Soft Drinks",2,"","",1,-9,1,1,1,1,1,-9,48,70,30,0,70,30,0,1,-9,2,NA,NA,"",1,1,-9,NA,1,-9,NA,1,80,40,0,0,0,100,0,1,-9,NA,NA,-9,0,NA,0,NA,0,NA,0,NA,100,NA,0,NA,1,-9,-9,1,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,2,2,1,2,3,10,1,-9,2,2,NA,0,NA,2,NA,NA,1,-9,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1000,900,300,700,20,80,200,-9,-9,NA,-9,NA,NA,90,1,100,NA,70,NA,1,1,15,-9,-9,-9,NA,-9,1,5,-9,1000000000,"Corporate Finance Manager",10,1,"",NA,NA,"",NA,NA,25,4,2017,17,56,1,2,1,NA,NA,1,3,1,1,1.04091119766235,1.07726562023163,1.23476195335388,22
623624,390,3,3,1,1,1,2,42984798,28,1,1,3,19,4,2017,11,59,7,3,1,2,1,2,1,2,NA,NA,2016,12,31,2,"",17,100,0,0,0,1,12,1934,-9,1,1934,40,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,1,1,4,3,1,"Metal Products Cooking Utensils Laundry Etc.",2899,100,6.6e+07,"Sixty-Six Million",74423000,1,10,1,10,85,15,0,NA,NA,NA,NA,2008,0,0,20,80,1,2,2,60,0,100,1,3,3,1,1,1,1,60,0,98,1,3,3,1,1,1,1,0,0,3,3,3,1,NA,NA,4,2,10,2,1,5,"",1,1,2,1,1,2,"New Models Of Pots And Lids","New Lines Of Pots And Lids",1,"Continuous Improvements In Production","Improved Quiality Products",2,NA,2,2,2,2,2,60,48,100,0,0,100,0,0,1,-9,1,NA,NA,"",0,1,1,NA,2,NA,NA,1,80,70,0,100,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,"",2,2017,500000,6,2,NA,NA,NA,NA,NA,NA,4,4.5e+07,2,1,NA,NA,1,NA,1,2,1,0,1,40,1,2,2,1,0,0,NA,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,2,1,0,2,3,4,250,217,200,50,50,150,0,0,10,NA,2,0,12,100,1,100,NA,100,NA,1,1,4,4800000,39000000,-9,NA,27000000,1,15,1.5e+07,17000000,"Accounting And Finance Manager",18,1,"",NA,NA,"",NA,NA,19,4,2017,12,45,1,2,1,NA,NA,1,3,3,1,2.98059940338135,3.33131289482117,4.93465757369995,26
623625,397,3,1,1,1,1,2,43591067,28,1,1,1,16,3,2017,16,10,7,4,1,2,2,NA,NA,NA,NA,NA,2016,12,31,2,"",55,100,0,0,0,1,45,1991,3,1,1991,26,2,2,"",1,60,1,1,0,NA,NA,3,NA,1,3,2,NA,NA,2,NA,NA,1,2,2,3,1,"Manufacture Of Heavy Metal Structures",2811,100,-9,"",-9,1,10,1,10,100,0,0,NA,NA,NA,NA,NA,0,0,20,80,2,NA,NA,100,0,100,1,4,4,1,1,1,3,50,100,100,3,4,4,2,2,2,3,2,3,2,1,3,4,2,NA,NA,2,15,2,1,5,"",2,-9,1,2,NA,NA,"","",1,"New Automatic Machinery Was Purchased","The Cuts Of Metal Structures Are Now Done Industrially. Production Times Are Shortened",2,NA,2,2,1,2,2,90,48,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,3,NA,2,NA,NA,3,90,20,20,30,0,50,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1900000,0,1,1,1,1,2,"",2,2017,600000,10,1,1,2,2,2,2,-9,5,1.2e+08,2,1,NA,NA,1,NA,1,2,2,2,1,50,1,4,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,4,1,16,16,8,8,8,0,0,0,3,NA,20,0,6,100,1,100,NA,100,NA,1,1,4,-9,-9,-9,NA,-9,1,20,-9,6000000,"Administrative Manager",26,2,"",NA,NA,"",NA,NA,16,3,2017,17,29,2,2,1,NA,NA,1,1,3,1,4.20814895629883,4.53307151794434,5.26802968978882,6
623626,398,3,2,1,1,1,2,7707039,25,1,1,2,8,2,2018,10,12,7,8,1,2,2,NA,NA,NA,NA,NA,2017,12,31,2,"",50,100,0,0,0,2,NA,1993,8,1,1993,42,2,1,"Iso 14001",2,NA,NA,1,0,NA,NA,0,NA,2,NA,2,NA,NA,2,NA,NA,1,1,0,0,1,"Manufacture Of Coating For Industrial Rubber Rollers",2519,50,2651673,"Two Million Six Hundred Fifty-One Thousand Six Hundred Seventy And Three",4438040,2,10,4,NA,98,0,2,30,2,0,-9,2008,0,0,30,70,2,NA,NA,100,0,100,1,1,4,1,1,1,1,100,100,90,2,4,4,1,1,1,1,1,2,3,2,3,1,2,NA,NA,2,5,2,1,5,"",-9,-9,3,1,2,1,"Improved Pipe Lining (Make Them More Effective)","Previously Was Simpler",1,"Replace Manual Processes With Mechanical Processes In The Productive Area","Before These Processes Were Manual",1,60000,1,2,1,2,2,60,48,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,NA,36000,2,NA,NA,2,80,80,20,40,0,40,0,1,150000,1,30,0,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,1,"",2,2015,100000,36,1,2,2,2,2,1,1e+05,8,9e+05,1,1,NA,NA,1,NA,1,1,2,2,2,2,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,3,1,1,1,1,-9,-9,2,2,3,3,3,3,28,30,11,17,0,11,0,0,5,NA,0,NA,NA,100,1,100,NA,100,NA,3,2,10,1266694,1015701,150838,NA,2433233,2,30,1359233,1500000,"General Manager",25,1,"",11,2,"",NA,NA,8,2,2018,11,48,1,1,1,NA,NA,1,2,3,1,3.87055015563965,4.97963714599609,4.8654670715332,16
